,sub_label,template,obj_label,masked_sentence,filled_sentence,Parrot_paraphrased_filled_sentence,Parrot_paraphrased_filled_sentence_0,Parrot_paraphrased_filled_sentence_1,Parrot_paraphrased_filled_sentence_2
489,Herman Wilhelm Bissen,[X] is [Y] citizen .,Denmark,"Christian Gottlieb Vilhelm Bissen (5 August 1836 – 20 April 1913) was a [MASK] sculptor, son of Herman Wilhelm Bissen.","Christian Gottlieb Vilhelm Bissen (5 August 1836 – 20 April 1913) was a Denmark sculptor, son of Herman Wilhelm Bissen.","['Christian Gottlieb Vilhelm Bissen (5 August 1836 – 20 April 1913) was a Denmark sculptor, son of Herman Wilhelm Bissen.']","Christian Gottlieb Vilhelm Bissen (5 August 1836 – 20 April 1913) was a Denmark sculptor, son of Herman Wilhelm Bissen.",,
490,Yves Sente,[X] is [Y] citizen .,Belgium,Yves Sente (born 17 January 1964) is a [MASK] comic book editor and author.,Yves Sente (born 17 January 1964) is a Belgium comic book editor and author.,['yves sente born january 17 1964 is a belgian comic book editor and author'],yves sente born january 17 1964 is a belgian comic book editor and author,,
491,Sven Delblanc,[X] is [Y] citizen .,Sweden,"Sven Delblanc, born May 26, 1931 in Swan River, Manitoba, Canada, died December 15, 1992 in Sunnersta, Gottsunda Parish, Uppsala, [MASK] was a Swedish author and professor of literature.","Sven Delblanc, born May 26, 1931 in Swan River, Manitoba, Canada, died December 15, 1992 in Sunnersta, Gottsunda Parish, Uppsala, Sweden was a Swedish author and professor of literature.","['Sven Delblanc, born May 26, 1931 in Swan River, Manitoba, Canada, died December 15, 1992 in Sunnersta, Gottsunda Parish, Uppsala, Sweden was a Swedish author and professor of literature.']","Sven Delblanc, born May 26, 1931 in Swan River, Manitoba, Canada, died December 15, 1992 in Sunnersta, Gottsunda Parish, Uppsala, Sweden was a Swedish author and professor of literature.",,
492,Andris Piebalgs,[X] is [Y] citizen .,Latvia,"In October 2004, [MASK] withdrew Ūdre's candidacy, nominating Andris Piebalgs instead of her.","In October 2004, Latvia withdrew Ūdre's candidacy, nominating Andris Piebalgs instead of her.","[""In October 2004, Latvia withdrew Ūdre's candidacy, nominating Andris Piebalgs instead of her.""]","In October 2004, Latvia withdrew Ūdre's candidacy, nominating Andris Piebalgs instead of her.",,
493,Haruna Ishola,[X] is [Y] citizen .,Nigeria,"Born in the town of Ijebu-igbo, Haruna Ishola began recording apala numbers in about 1955, and soon became the most popular artist in the genre, and one of the most respected praise singers in [MASK].","Born in the town of Ijebu-igbo, Haruna Ishola began recording apala numbers in about 1955, and soon became the most popular artist in the genre, and one of the most respected praise singers in Nigeria.",['haruna ishola born in the town of ijebu-igbo began recording apala numbers in about 1955 and became the most popular artist in the genre and one of the most respected praise singers in nigeria'],haruna ishola born in the town of ijebu-igbo began recording apala numbers in about 1955 and became the most popular artist in the genre and one of the most respected praise singers in [MASK],,
494,Kevin Hearn,[X] is [Y] citizen .,Canada,"She has collaborated with a collection of [MASK]'s finest musicians, including: Ben Riley (Bruce Cockburn), Mark Mariash (Ron Sexsmith, Sarah Slean), Bryden Baird (Feist), Mark McLean (Serena Ryder, Molly Johnson), Lyle Molzan (Jann Arden), Marc Rogers (K'naan, Philosopher Kings), Brian MacMillan (Kevin Hearn, Barenaked Ladies) and Burke Carroll (Kathleen Edwards) among others.","She has collaborated with a collection of Canada's finest musicians, including: Ben Riley (Bruce Cockburn), Mark Mariash (Ron Sexsmith, Sarah Slean), Bryden Baird (Feist), Mark McLean (Serena Ryder, Molly Johnson), Lyle Molzan (Jann Arden), Marc Rogers (K'naan, Philosopher Kings), Brian MacMillan (Kevin Hearn, Barenaked Ladies) and Burke Carroll (Kathleen Edwards) among others.","[""She has collaborated with a collection of Canada's finest musicians, including: Ben Riley (Bruce Cockburn), Mark Mariash (Ron Sexsmith, Sarah Slean), Bryden Baird (Feist), Mark McLean (Serena Ryder, Molly Johnson), Lyle Molzan (Jann Arden), Marc Rogers (K'naan, Philosopher Kings), Brian MacMillan (Kevin Hearn, Barenaked Ladies) and Burke Carroll (Kathleen Edwards) among others.""]","She has collaborated with a collection of Canada's finest musicians, including: Ben Riley (Bruce Cockburn), Mark Mariash (Ron Sexsmith, Sarah Slean), Bryden Baird (Feist), Mark McLean (Serena Ryder, Molly Johnson), Lyle Molzan (Jann Arden), Marc Rogers (K'naan, Philosopher Kings), Brian MacMillan (Kevin Hearn, Barenaked Ladies) and Burke Carroll (Kathleen Edwards) among others.",,
495,Evstati Stratev,[X] is [Y] citizen .,Bulgaria,"The Hare Census ([MASK]: Преброяване на дивите зайци / Prebroyavane na Divite Zaytsi) is a Bulgarian satiric comedy film released in 1973, directed by Eduard Zahariev, starring Itzhak Fintzi, Nikola Todev, Georgi Rusev, Evstati Stratev, Philip Trifonov and Todor Kolev.","The Hare Census (Bulgaria: Преброяване на дивите зайци / Prebroyavane na Divite Zaytsi) is a Bulgarian satiric comedy film released in 1973, directed by Eduard Zahariev, starring Itzhak Fintzi, Nikola Todev, Georgi Rusev, Evstati Stratev, Philip Trifonov and Todor Kolev.","['The Hare Census (Bulgaria: Преброяване на дивите зайци / Prebroyavane na Divite Zaytsi) is a Bulgarian satiric comedy film released in 1973, directed by Eduard Zahariev, starring Itzhak Fintzi, Nikola Todev, Georgi Rusev, Evstati Stratev, Philip Trifonov and Todor Kolev.']","The Hare Census (Bulgaria: Преброяване на дивите зайци / Prebroyavane na Divite Zaytsi) is a Bulgarian satiric comedy film released in 1973, directed by Eduard Zahariev, starring Itzhak Fintzi, Nikola Todev, Georgi Rusev, Evstati Stratev, Philip Trifonov and Todor Kolev.",,
496,Lubaina Himid,[X] is [Y] citizen .,Tanzania,"Lubaina Himid (born 1954 in Zanzibar, [MASK]) is a contemporary African artist and Professor of Contemporary Art at the University of Central Lancashire.","Lubaina Himid (born 1954 in Zanzibar, Tanzania) is a contemporary African artist and Professor of Contemporary Art at the University of Central Lancashire.","['Lubaina Himid (born 1954 in Zanzibar, Tanzania) is a contemporary African artist and Professor of Contemporary Art at the University of Central Lancashire.']","Lubaina Himid (born 1954 in Zanzibar, Tanzania) is a contemporary African artist and Professor of Contemporary Art at the University of Central Lancashire.",,
497,Jonel Perlea,[X] is [Y] citizen .,Romania,"Born Ionel Perlea to a [MASK] father, Victor Perlea, and a German mother, Margarethe Haberlein, in Ograda, Romania, he moved to Germany with his mother and his brothers after his father died.","Born Ionel Perlea to a Romania father, Victor Perlea, and a German mother, Margarethe Haberlein, in Ograda, Romania, he moved to Germany with his mother and his brothers after his father died.","['Born Ionel Perlea to a Romania father, Victor Perlea, and a German mother, Margarethe Haberlein, in Ograda, Romania, he moved to Germany with his mother and his brothers after his father died.']","Born Ionel Perlea to a Romania father, Victor Perlea, and a German mother, Margarethe Haberlein, in Ograda, Romania, he moved to Germany with his mother and his brothers after his father died.",,
498,Armenians in Turkey,[X] is [Y] citizen .,Turkey,"As editor-in-chief of the bilingual Turkish-Armenian newspaper Agos, Dink was a prominent member of the Armenian minority in [MASK].","As editor-in-chief of the bilingual Turkish-Armenian newspaper Agos, Dink was a prominent member of the Armenian minority in Turkey.","['agos dink was a prominent member of the armenian minority in turkey as editor-in-chief of the bilingual turkish- attraktiv-armenian newspaper', 'as editor-in-chief of the bilingual turkish-armenian newspaper agos dink was a prominent armenian member in turkey']",agos dink was a prominent member of the armenian minority in [MASK] as editor-in-chief of the bilingual turkish- attraktiv-armenian newspaper,as editor-in-chief of the bilingual turkish-armenian newspaper agos dink was a prominent armenian member in [MASK],
499,Elizabeth I of England,[X] is [Y] citizen .,England,"The two countries had shared a monarch since the Union of the Crowns in 1603, when King James VI of Scotland inherited the [MASK] throne from his double first cousin twice removed, Queen Elizabeth I. Although described as a Union of Crowns, until 1707 there were in fact two separate Crowns resting on the same head (as opposed to the implied creation of a single Crown and a single Kingdom, exemplified by the later Kingdom of Great Britain).","The two countries had shared a monarch since the Union of the Crowns in 1603, when King James VI of Scotland inherited the England throne from his double first cousin twice removed, Queen Elizabeth I. Although described as a Union of Crowns, until 1707 there were in fact two separate Crowns resting on the same head (as opposed to the implied creation of a single Crown and a single Kingdom, exemplified by the later Kingdom of Great Britain).","['The two countries had shared a monarch since the Union of the Crowns in 1603, when King James VI of Scotland inherited the England throne from his double first cousin twice removed, Queen Elizabeth I. Although described as a Union of Crowns, until 1707 there were in fact two separate Crowns resting on the same head (as opposed to the implied creation of a single Crown and a single Kingdom, exemplified by the later Kingdom of Great Britain).']","The two countries had shared a monarch since the Union of the Crowns in 1603, when King James VI of Scotland inherited the England throne from his double first cousin twice removed, Queen Elizabeth I. Although described as a Union of Crowns, until 1707 there were in fact two separate Crowns resting on the same head (as opposed to the implied creation of a single Crown and a single Kingdom, exemplified by the later Kingdom of Great Britain).",,
500,Arthur Calwell,[X] is [Y] citizen .,Australia,"The incumbent Liberal Party of [MASK], led by Prime Minister of Australia Harold Holt, with coalition partner the Country Party, led by John McEwen, was elected to an eighth term in government, defeating the Australian Labor Party led by Arthur Calwell.","The incumbent Liberal Party of Australia, led by Prime Minister of Australia Harold Holt, with coalition partner the Country Party, led by John McEwen, was elected to an eighth term in government, defeating the Australian Labor Party led by Arthur Calwell.","['the incumbent liberal party of australia led by prime minister of australia harold holt was elected to an eighth term defeating the australian labor party led by arthur calwell', 'the incumbent liberal party of australia led by prime minister of australia harold holt was elected to an eighth term in government defeating the australian labor party led by arthur calwell']",the incumbent liberal party of Australia led by prime minister of [MASK] harold holt was elected to an eighth term defeating the australian labor party led by arthur calwell,the incumbent liberal party of Australia led by prime minister of [MASK] harold holt was elected to an eighth term in government defeating the australian labor party led by arthur calwell,
501,Hulagu Khan,[X] is [Y] citizen .,Mongolia,This was blamed on the sudden death of the then-Khagan Möngke Khan; an event that forced the Mongol Ilkhanate Hulagu Khan to take a large part of his army back with him on the way to [MASK].,This was blamed on the sudden death of the then-Khagan Möngke Khan; an event that forced the Mongol Ilkhanate Hulagu Khan to take a large part of his army back with him on the way to Mongolia.,['This was blamed on the sudden death of the then-Khagan Möngke Khan; an event that forced the Mongol Ilkhanate Hulagu Khan to take a large part of his army back with him on the way to Mongolia.'],This was blamed on the sudden death of the then-Khagan Möngke Khan; an event that forced the Mongol Ilkhanate Hulagu Khan to take a large part of his army back with him on the way to Mongolia.,,
502,Pierre Cardin,[X] is [Y] citizen .,France,"During the 1980s and until the mid-1990s, he was a member of a French Press organization for Music-hall, Circus, Dance and Arts presided by a well known journalist in [MASK], Jacqueline Cartier, with authors or notable personalities as Pierre Cardin, Guy des Cars, and Francis Fehr.","During the 1980s and until the mid-1990s, he was a member of a French Press organization for Music-hall, Circus, Dance and Arts presided by a well known journalist in France, Jacqueline Cartier, with authors or notable personalities as Pierre Cardin, Guy des Cars, and Francis Fehr.","['During the 1980s and until the mid-1990s, he was a member of a French Press organization for Music-hall, Circus, Dance and Arts presided by a well known journalist in France, Jacqueline Cartier, with authors or notable personalities as Pierre Cardin, Guy des Cars, and Francis Fehr.']","During the 1980s and until the mid-1990s, he was a member of a French Press organization for Music-hall, Circus, Dance and Arts presided by a well known journalist in France, Jacqueline Cartier, with authors or notable personalities as Pierre Cardin, Guy des Cars, and Francis Fehr.",,
503,Peter Peter,[X] is [Y] citizen .,Denmark,"As part of the project ""Film og musik live"", Christian Rønn has performed live scores to silent films like Metropolis and The Battleship Potemkin, the latter with the [MASK] guitarist Peter Peter (Peter Schneidermann).","As part of the project ""Film og musik live"", Christian Rønn has performed live scores to silent films like Metropolis and The Battleship Potemkin, the latter with the Denmark guitarist Peter Peter (Peter Schneidermann).","['As part of the project ""Film og musik live"", Christian Rønn has performed live scores to silent films like Metropolis and The Battleship Potemkin, the latter with the Denmark guitarist Peter Peter (Peter Schneidermann).']","As part of the project ""Film og musik live"", Christian Rønn has performed live scores to silent films like Metropolis and The Battleship Potemkin, the latter with the Denmark guitarist Peter Peter (Peter Schneidermann).",,
504,Camille Bulcke,[X] is [Y] citizen .,India,"Camille Bulcke (1 September 1909 – 17 August 1982) was a Belgian Jesuit missionary in [MASK], who attained pre-eminence in the Hindi language and came to be known as ""India's most famous Christian Hindi scholar"".","Camille Bulcke (1 September 1909 – 17 August 1982) was a Belgian Jesuit missionary in India, who attained pre-eminence in the Hindi language and came to be known as ""India's most famous Christian Hindi scholar"".","[""camille bulcke september 1 1909 - august 17 1982 was a belgian jesuit missionary in india who attained high honor in the hindi language and came to be known as india's most famous christian hindi scholar""]",camille bulcke september 1 1909 - august 17 1982 was a belgian jesuit missionary in India who attained high honor in the hindi language and came to be known as [MASK]'s most famous christian hindi scholar,,
505,Alfred Gusenbauer,[X] is [Y] citizen .,Austria,Alfred Gusenbauer (born 8 February 1960) is an Austrian politician who until 2008 spent his entire professional life as an employee of the Social Democratic Party of [MASK] (SPÖ) or as a parliamentary representative.,Alfred Gusenbauer (born 8 February 1960) is an Austrian politician who until 2008 spent his entire professional life as an employee of the Social Democratic Party of Austria (SPÖ) or as a parliamentary representative.,['Alfred Gusenbauer (born 8 February 1960) is an Austrian politician who until 2008 spent his entire professional life as an employee of the Social Democratic Party of Austria (SPÖ) or as a parliamentary representative.'],Alfred Gusenbauer (born 8 February 1960) is an Austrian politician who until 2008 spent his entire professional life as an employee of the Social Democratic Party of Austria (SPÖ) or as a parliamentary representative.,,
506,Tzeni Karezi,[X] is [Y] citizen .,Greece,"Rantevou stin Kerkyra or Rendez-vous stin Kerkira ([MASK]: Ραντεβού στην Κέρκυρα, Conversations in Corfu) is a 1960 Greek black and white drama film directed and written by Dimitris Dadiras and starring Tzeni Karezi.","Rantevou stin Kerkyra or Rendez-vous stin Kerkira (Greece: Ραντεβού στην Κέρκυρα, Conversations in Corfu) is a 1960 Greek black and white drama film directed and written by Dimitris Dadiras and starring Tzeni Karezi.",,,,
507,Brenda Asnicar,[X] is [Y] citizen .,Argentina,"Brenda Daniela Asnicar Mendoza (born 17 October 1991) known professionally as Brenda Asnicar is an [MASK] actress, dancer and singer.","Brenda Daniela Asnicar Mendoza (born 17 October 1991) known professionally as Brenda Asnicar is an Argentina actress, dancer and singer.","['Brenda Daniela Asnicar Mendoza (born 17 October 1991) known professionally as Brenda Asnicar is an Argentina actress, dancer and singer.']","Brenda Daniela Asnicar Mendoza (born 17 October 1991) known professionally as Brenda Asnicar is an Argentina actress, dancer and singer.",,
508,Michel de Ghelderode,[X] is [Y] citizen .,Belgium,"Michel de Ghelderode (April 3, 1898 – April 1, 1962) was an avant-garde [MASK] dramatist, writing in French.","Michel de Ghelderode (April 3, 1898 – April 1, 1962) was an avant-garde Belgium dramatist, writing in French.","['michel de ghelderode 3 april 1898 1 april 1962 was an avant-garde belgian dramatist writing in french', 'michel de ghelderode april 3 1898 april 1 1962 was an avant-garde belgian dramatist writing in french']",michel de ghelderode 3 april 1898 1 april 1962 was an avant-garde belgian dramatist writing in french,michel de ghelderode april 3 1898 april 1 1962 was an avant-garde belgian dramatist writing in french,
509,F. S. Platou,[X] is [Y] citizen .,Norway,Frithjof Stoud Platou (21 August 1903 – 12 August 1980) was a [MASK] architect.,Frithjof Stoud Platou (21 August 1903 – 12 August 1980) was a Norway architect.,['Frithjof Stoud Platou (21 August 1903 – 12 August 1980) was a Norway architect.'],Frithjof Stoud Platou (21 August 1903 – 12 August 1980) was a Norway architect.,,
510,Prasanna,[X] is [Y] citizen .,India,"Prasanna Yoga Anjaneyar Temple is a Hindu temple devoted to Hanuman located near Madras Institute of Technology, Chromepet, Chennai, [MASK].","Prasanna Yoga Anjaneyar Temple is a Hindu temple devoted to Hanuman located near Madras Institute of Technology, Chromepet, Chennai, India.","['Prasanna Yoga Anjaneyar Temple is a Hindu temple devoted to Hanuman located near Madras Institute of Technology, Chromepet, Chennai, India.']","Prasanna Yoga Anjaneyar Temple is a Hindu temple devoted to Hanuman located near Madras Institute of Technology, Chromepet, Chennai, India.",,
511,Duvvuri Subbarao,[X] is [Y] citizen .,India,"Prominent economists like Jahangir Aziz (Chief Economist, JP Morgan) and Dr.Arvind Virmani ( Senior Economic Advisor -Ministry of Finance ([MASK])) were also considered for the post that was eventually handed to Dr.Gokarn after a decision by a search panel headed by Duvvuri Subbarao and comprising Janki Ballabh (former SBI Chairman) and Vepa Kamesam (former Deputy Governor- RBI).","Prominent economists like Jahangir Aziz (Chief Economist, JP Morgan) and Dr.Arvind Virmani ( Senior Economic Advisor -Ministry of Finance (India)) were also considered for the post that was eventually handed to Dr.Gokarn after a decision by a search panel headed by Duvvuri Subbarao and comprising Janki Ballabh (former SBI Chairman) and Vepa Kamesam (former Deputy Governor- RBI).","['Prominent economists like Jahangir Aziz (Chief Economist, JP Morgan) and Dr.Arvind Virmani ( Senior Economic Advisor -Ministry of Finance (India)) were also considered for the post that was eventually handed to Dr.Gokarn after a decision by a search panel headed by Duvvuri Subbarao and comprising Janki Ballabh (former SBI Chairman) and Vepa Kamesam (former Deputy Governor- RBI).']","Prominent economists like Jahangir Aziz (Chief Economist, JP Morgan) and Dr.Arvind Virmani ( Senior Economic Advisor -Ministry of Finance (India)) were also considered for the post that was eventually handed to Dr.Gokarn after a decision by a search panel headed by Duvvuri Subbarao and comprising Janki Ballabh (former SBI Chairman) and Vepa Kamesam (former Deputy Governor- RBI).",,
512,Carlos Slim Domit,[X] is [Y] citizen .,Mexico,"In February 2015, Fancy raised a $20 million Series D strategic funding round which was led by [MASK]'s Carlos Slim Domit and the CCC holding company.","In February 2015, Fancy raised a $20 million Series D strategic funding round which was led by Mexico's Carlos Slim Domit and the CCC holding company.","[""In February 2015, Fancy raised a $20 million Series D strategic funding round which was led by Mexico's Carlos Slim Domit and the CCC holding company.""]","In February 2015, Fancy raised a $20 million Series D strategic funding round which was led by Mexico's Carlos Slim Domit and the CCC holding company.",,
513,Prudentius,[X] is [Y] citizen .,Spain,Her name is not mentioned by Prudentius in his hymn on the martyrs of [MASK].,Her name is not mentioned by Prudentius in his hymn on the martyrs of Spain.,,,,
514,Facundo Bagnis,[X] is [Y] citizen .,Argentina,"Argentinians Guido Andreozzi and Facundo Bagnis defeated Colombians Nicolás Barrientos and Carlos Salamanca 7–6(7–5), 7–5 in the final to claim the first gold medal for [MASK] in the tennis competition.","Argentinians Guido Andreozzi and Facundo Bagnis defeated Colombians Nicolás Barrientos and Carlos Salamanca 7–6(7–5), 7–5 in the final to claim the first gold medal for Argentina in the tennis competition.","['Argentinians Guido Andreozzi and Facundo Bagnis defeated Colombians Nicolás Barrientos and Carlos Salamanca 7–6(7–5), 7–5 in the final to claim the first gold medal for Argentina in the tennis competition.']","Argentinians Guido Andreozzi and Facundo Bagnis defeated Colombians Nicolás Barrientos and Carlos Salamanca 7–6(7–5), 7–5 in the final to claim the first gold medal for Argentina in the tennis competition.",,
515,Vita Semerenko,[X] is [Y] citizen .,Ukraine,"Olga Vilukhina from Russia won the silver medal, and Vita Semerenko from [MASK] won the bronze.","Olga Vilukhina from Russia won the silver medal, and Vita Semerenko from Ukraine won the bronze.","['Olga Vilukhina from Russia won the silver medal, and Vita Semerenko from Ukraine won the bronze.']","Olga Vilukhina from Russia won the silver medal, and Vita Semerenko from Ukraine won the bronze.",,
516,George William Gordon,[X] is [Y] citizen .,Jamaica,"George William Gordon (1820 – 23 October 1865) was a Jamaican businessman, magistrate and politician who was a leading critic of the policies of the governor of [MASK] Edward Eyre.","George William Gordon (1820 – 23 October 1865) was a Jamaican businessman, magistrate and politician who was a leading critic of the policies of the governor of Jamaica Edward Eyre.",,,,
517,Karl Enderlin,[X] is [Y] citizen .,Switzerland,"Karl Enderlin (born August 1, 1923, died November 11, 2004 in Zürich) was a [MASK] figure skater.","Karl Enderlin (born August 1, 1923, died November 11, 2004 in Zürich) was a Switzerland figure skater.","['Karl Enderlin (born August 1, 1923, died November 11, 2004 in Zürich) was a Switzerland figure skater.']","Karl Enderlin (born August 1, 1923, died November 11, 2004 in Zürich) was a Switzerland figure skater.",,
518,Evan Dimas Darmono,[X] is [Y] citizen .,Indonesia,Evan Dimas Darmono (born 13 March 1995) is an [MASK] professional footballer who currently plays for Persebaya Surabaya in the Indonesia Super League as a midfielder.,Evan Dimas Darmono (born 13 March 1995) is an Indonesia professional footballer who currently plays for Persebaya Surabaya in the Indonesia Super League as a midfielder.,['Evan Dimas Darmono (born 13 March 1995) is an Indonesia professional footballer who currently plays for Persebaya Surabaya in the Indonesia Super League as a midfielder.'],Evan Dimas Darmono (born 13 March 1995) is an Indonesia professional footballer who currently plays for Persebaya Surabaya in the Indonesia Super League as a midfielder.,,
519,Emmanuelle Seigner,[X] is [Y] citizen .,France,"Set in contemporary [MASK], the film was produced by Carrère Groupe and Anne Regard and starred Emmanuelle Seigner and Philippe Torreton.","Set in contemporary France, the film was produced by Carrère Groupe and Anne Regard and starred Emmanuelle Seigner and Philippe Torreton.",['the film was produced by carrre groupe and anne regard and starred emmanuelle seigner and philippe torreton and is set in contemporary france'],the film was produced by carrre groupe and anne regard and starred emmanuelle seigner and philippe torreton and is set in contemporary [MASK],,
520,Christophor Araratov,[X] is [Y] citizen .,Armenia,He was promoted to the rank of Major General of the [MASK] army during its fight for independence during and after World War I. Araratov participated in the 1918 battles of Sardarapat and Karakilisa against Turkish invaders.,He was promoted to the rank of Major General of the Armenia army during its fight for independence during and after World War I. Araratov participated in the 1918 battles of Sardarapat and Karakilisa against Turkish invaders.,"['he was promoted to the rank of major general of the armenian army during and after world war i during its fight for independence araratov participated in the battles of sardarapat and karakilisa against turkish', 'he was promoted to major general of the armenian army during its fight for independence during and after world war i araratov participated in the 1918 battles of sardarapat and karakilisa against turkish invaders']",he was promoted to the rank of major general of the armenian army during and after world war i during its fight for independence araratov participated in the battles of sardarapat and karakilisa against turkish,he was promoted to major general of the armenian army during its fight for independence during and after world war i araratov participated in the 1918 battles of sardarapat and karakilisa against turkish invaders,
521,Lukas Ligeti,[X] is [Y] citizen .,Austria,"They were formed in 2007 when Mai Lingani (vocals), Wende K. Blass (guitar), Kurt Dahlke (electronics), and Lukas Ligeti (drummer) created the band for a tour of [MASK].","They were formed in 2007 when Mai Lingani (vocals), Wende K. Blass (guitar), Kurt Dahlke (electronics), and Lukas Ligeti (drummer) created the band for a tour of Austria.","['They were formed in 2007 when Mai Lingani (vocals), Wende K. Blass (guitar), Kurt Dahlke (electronics), and Lukas Ligeti (drummer) created the band for a tour of Austria.']","They were formed in 2007 when Mai Lingani (vocals), Wende K. Blass (guitar), Kurt Dahlke (electronics), and Lukas Ligeti (drummer) created the band for a tour of Austria.",,
522,Daudi Kabaka,[X] is [Y] citizen .,Kenya,Daudi Kabaka (1939-2001) was a singer born in [MASK].,Daudi Kabaka (1939-2001) was a singer born in Kenya.,,,,
523,Julieta Venegas,[X] is [Y] citizen .,Mexico,[MASK] performers Natalia Lafourcade and Julieta Venegas are the only artists to have won in this category more than once.,Mexico performers Natalia Lafourcade and Julieta Venegas are the only artists to have won in this category more than once.,"['natalia lafourcade and julieta venegas are the only mexico performers to have won in this category more than once', 'the mexican performers natalia lafourcade and julieta venegas are the only artists to have won at least once in this category', 'mexico artists natalia lafourcade and julieta venegas are the only artists to have won in this category more than once']",natalia lafourcade and julieta venegas are the only [MASK] performers to have won in this category more than once,the mexican performers natalia lafourcade and julieta venegas are the only artists to have won at least once in this category,[MASK] artists natalia lafourcade and julieta venegas are the only artists to have won in this category more than once
524,Bent Hamer,[X] is [Y] citizen .,Norway,"Bent Hamer (born 18 December 1956) is a film director, writer and producer, born in Sandefjord, [MASK] in 1956.","Bent Hamer (born 18 December 1956) is a film director, writer and producer, born in Sandefjord, Norway in 1956.","['Bent Hamer (born 18 December 1956) is a film director, writer and producer, born in Sandefjord, Norway in 1956.']","Bent Hamer (born 18 December 1956) is a film director, writer and producer, born in Sandefjord, Norway in 1956.",,
525,Suryavarman I,[X] is [Y] citizen .,Cambodia,"Phimeanakas (Khmer: ប្រាសាទភិមានអាកាស, Prasat Phimean Akas, 'celestial temple') or Vimeanakas (Khmer: ប្រាសាទវិមានអាកាស, Prasat Vimean Akas) at Angkor, [MASK], is a Hindu temple in the Khleang style, built at the end of the 10th century, during the reign of Rajendravarman (from 941-968), then completed by Suryavarman I:115,135:371 in the shape of a three tier pyramid as a Hindu temple.","Phimeanakas (Khmer: ប្រាសាទភិមានអាកាស, Prasat Phimean Akas, 'celestial temple') or Vimeanakas (Khmer: ប្រាសាទវិមានអាកាស, Prasat Vimean Akas) at Angkor, Cambodia, is a Hindu temple in the Khleang style, built at the end of the 10th century, during the reign of Rajendravarman (from 941-968), then completed by Suryavarman I:115,135:371 in the shape of a three tier pyramid as a Hindu temple.",,,,
526,Rizal Nurdin,[X] is [Y] citizen .,Indonesia,"Haji Tengku Rizal Nurdin (February 21, 1948 in Bukittinggi – September 5, 2005) was the 14th and 15th Governor of North Sumatra, [MASK].","Haji Tengku Rizal Nurdin (February 21, 1948 in Bukittinggi – September 5, 2005) was the 14th and 15th Governor of North Sumatra, Indonesia.","['Haji Tengku Rizal Nurdin (February 21, 1948 in Bukittinggi – September 5, 2005) was the 14th and 15th Governor of North Sumatra, Indonesia.']","Haji Tengku Rizal Nurdin (February 21, 1948 in Bukittinggi – September 5, 2005) was the 14th and 15th Governor of North Sumatra, Indonesia.",,
527,Edmund of Abingdon,[X] is [Y] citizen .,France,"The Society of Saint Edmund is a religious congregation of the Catholic Church founded in 1843, in Pontigny, [MASK] by Rev.","The Society of Saint Edmund is a religious congregation of the Catholic Church founded in 1843, in Pontigny, France by Rev.",['the society of saint edmund is a religious congregation of the catholic church founded in pontigny france by rev edward s edwards in 1843'],the society of saint edmund is a religious congregation of the catholic church founded in pontigny [MASK] by rev edward s edwards in 1843,,
528,Grzegorz Lato,[X] is [Y] citizen .,Poland,"With Grzegorz Lato at his right, Robert Gadocha at his left, and Kazimierz Deyna in support, Szarmach profited from the absence of Włodzimierz Lubański to lead the [MASK] attack, the best at 1974 World Cup, with sixteen goals.","With Grzegorz Lato at his right, Robert Gadocha at his left, and Kazimierz Deyna in support, Szarmach profited from the absence of Włodzimierz Lubański to lead the Poland attack, the best at 1974 World Cup, with sixteen goals.",,,,
529,Cajsa Warg,[X] is [Y] citizen .,Sweden,"Along with Cajsa Warg and other female cookbook authors, she was an influential figure in culinary matters in early [MASK].","Along with Cajsa Warg and other female cookbook authors, she was an influential figure in culinary matters in early Sweden.",['together with cajsa warg and other female cookbook authors she was an influential figure in early swedish culinary matters'],together with cajsa warg and other female cookbook authors she was an influential figure in early swedish culinary matters,,
530,Tewodros II,[X] is [Y] citizen .,Ethiopia,"[MASK] was reunified in 1855 Tewodros II, beginning Ethiopia's modern history.","Ethiopia was reunified in 1855 Tewodros II, beginning Ethiopia's modern history.",['ethiopia was reunified in 1855 tewodros ii began the modern history of ethiopia'],Ethiopia was reunified in 1855 tewodros ii began the modern history of [MASK],,
531,"Thomas Cecil, 1st Earl of Exeter",[X] is [Y] citizen .,England,"Thomas Cecil, Earl of Exeter, Lord Burghley and minister to Elizabeth I of [MASK].","Thomas Cecil, Earl of Exeter, Lord Burghley and minister to Elizabeth I of England.","['Thomas Cecil, Earl of Exeter, Lord Burghley and minister to Elizabeth I of England.']","Thomas Cecil, Earl of Exeter, Lord Burghley and minister to Elizabeth I of England.",,
532,Madhan Bob,[X] is [Y] citizen .,India,"S. Krishnamoorthy (born 9 October), better known by his screenname Madhan Bob, is a popular comedian and Tamil film actor from Chennai, Tamil Nadu, [MASK].","S. Krishnamoorthy (born 9 October), better known by his screenname Madhan Bob, is a popular comedian and Tamil film actor from Chennai, Tamil Nadu, India.","['S. Krishnamoorthy (born 9 October), better known by his screenname Madhan Bob, is a popular comedian and Tamil film actor from Chennai, Tamil Nadu, India.']","S. Krishnamoorthy (born 9 October), better known by his screenname Madhan Bob, is a popular comedian and Tamil film actor from Chennai, Tamil Nadu, India.",,
