,sub_label,template,obj_label,masked_sentence,filled_sentence,Parrot_paraphrased_filled_sentence,Parrot_paraphrased_filled_sentence_0,Parrot_paraphrased_filled_sentence_1,Parrot_paraphrased_filled_sentence_2
380,John LaBarbera,[X] plays [Y] music .,jazz,"The Tiger of San Pedro is a [MASK] song, by John LaBarbera.","The Tiger of San Pedro is a jazz song, by John LaBarbera.","['the tiger of san pedro is a jazz song written by john labarbera', 'the tiger of san pedro is a jazz song by john labarbera']",the tiger of san pedro is a [MASK] song written by john labarbera,the tiger of san pedro is a [MASK] song by john labarbera,
381,Alberto Socarras,[X] plays [Y] music .,jazz,"Alberto Socarrás Estacio, (Manzanillo, 19 September 1908 – New York, 26 August 1987), was a Cuban-American flautist who played both Cuban music and [MASK].","Alberto Socarrás Estacio, (Manzanillo, 19 September 1908 – New York, 26 August 1987), was a Cuban-American flautist who played both Cuban music and jazz.","['Alberto Socarrás Estacio, (Manzanillo, 19 September 1908 – New York, 26 August 1987), was a Cuban-American flautist who played both Cuban music and jazz.']","Alberto Socarrás Estacio, (Manzanillo, 19 September 1908 – New York, 26 August 1987), was a Cuban-American flautist who played both Cuban music and [MASK].",,
382,Dianne Reeves,[X] plays [Y] music .,jazz,"""Like a Lover"", an English-language version of O Cantador, was covered by many [MASK] vocalists such as Carmen McRae, Sarah Vaughan, Helen Merrill, Dianne Reeves, Al Jarreau, Natalie Cole, Jane Monheit, Kimiko Itoh and others.","""Like a Lover"", an English-language version of O Cantador, was covered by many jazz vocalists such as Carmen McRae, Sarah Vaughan, Helen Merrill, Dianne Reeves, Al Jarreau, Natalie Cole, Jane Monheit, Kimiko Itoh and others.","['like a lover an english version of o cantador was supported by many jazz vocalists such as maria-karl itoh sarah vaughan helen merrill dianne reeves al jarreau natalie cole', 'like a lover an english-language version of o cantador was played by many jazz vocalists such as carmen mcrae sarah vaughan helen merrill dianne reeves al jarreau natalie cole kimiko itoh and other', 'like a lover an english-language version of o cantador was covered by many jazz vocalists such as carmen mcrae sarah vaughan helen merrill dianne reeves al jarreau natalie cole jane monheit kimiko itoh and others']",like a lover an english version of o cantador was supported by many [MASK] vocalists such as maria-karl itoh sarah vaughan helen merrill dianne reeves al jarreau natalie cole,like a lover an english-language version of o cantador was played by many [MASK] vocalists such as carmen mcrae sarah vaughan helen merrill dianne reeves al jarreau natalie cole kimiko itoh and other,like a lover an english-language version of o cantador was covered by many [MASK] vocalists such as carmen mcrae sarah vaughan helen merrill dianne reeves al jarreau natalie cole jane monheit kimiko itoh and others
383,Frank Catalano,[X] plays [Y] music .,jazz,"Frank Catalano is an American [MASK] musician living in Chicago, Illinois.","Frank Catalano is an American jazz musician living in Chicago, Illinois.","['frank catalano is an american jazz musician who lives in chicago illinois', 'frank catalano is an american jazz musician living in chicago illinois']",frank catalano is an american [MASK] musician who lives in chicago illinois,frank catalano is an american [MASK] musician living in chicago illinois,
384,"Three Up, Two Down",[X] plays [Y] music .,sitcom,"He made his [MASK] writing debut with the BBC sitcom Three Up, Two Down which ran for four series, but his writing career had begun over a decade earlier, contributing jokes and sketches to Les Dawson's Yorkshire Television series Sez Les from the fifth series in 1972 onwards.","He made his sitcom writing debut with the BBC sitcom Three Up, Two Down which ran for four series, but his writing career had begun over a decade earlier, contributing jokes and sketches to Les Dawson's Yorkshire Television series Sez Les from the fifth series in 1972 onwards.","[""He made his sitcom writing debut with the BBC sitcom Three Up, Two Down which ran for four series, but his writing career had begun over a decade earlier, contributing jokes and sketches to Les Dawson's Yorkshire Television series Sez Les from the fifth series in 1972 onwards.""]","He made his sitcom writing debut with the BBC [MASK] Three Up, Two Down which ran for four series, but his writing career had begun over a decade earlier, contributing jokes and sketches to Les Dawson's Yorkshire Television series Sez Les from the fifth series in 1972 onwards.",,
385,Kyau & Albert,[X] plays [Y] music .,trance,Kyau & Albert is the working name for two [MASK] producers and DJs from Germany named Ralph Kyau and Steven Moebius Albert.,Kyau & Albert is the working name for two trance producers and DJs from Germany named Ralph Kyau and Steven Moebius Albert.,"['kyau albert is the work name of two german trance producers and djs named ralph kyau and steven moebius albert', 'kyau albert is the working name for two german trance producers and djs named ralph kyau and steven moebius albert', 'kyau albert is the working name for two trance producers and djs from germany called ralph kyau and steven moebius albert']",kyau albert is the work name of two german [MASK] producers and djs named ralph kyau and steven moebius albert,kyau albert is the working name for two german [MASK] producers and djs named ralph kyau and steven moebius albert,kyau albert is the working name for two [MASK] producers and djs from germany called ralph kyau and steven moebius albert
386,Madeleine Peyroux,[X] plays [Y] music .,jazz,Half the Perfect World is the fourth studio album by American [MASK] singer Madeleine Peyroux.,Half the Perfect World is the fourth studio album by American jazz singer Madeleine Peyroux.,['half the perfect world is the fourth studio album by american jazz singer madeleine peyroux'],half the perfect world is the fourth studio album by american [MASK] singer madeleine peyroux,,
387,Alex Sipiagin,[X] plays [Y] music .,jazz,"Monday now lives in New York City with her husband, [MASK] trumpeter Alex Sipiagin, and their son Nikita.","Monday now lives in New York City with her husband, jazz trumpeter Alex Sipiagin, and their son Nikita.","['she now lives in new york city with her husband the jazz trumpeter alex sipiagin and her son nikita', 'monday now lives in new york city with her husband the jazz trumpeter alex sipiagin and their son nikita', 'she now lives in new york city with her husband jazz trumpeter alex sipiagin and their son nikita']",she now lives in new york city with her husband the [MASK] trumpeter alex sipiagin and her son nikita,monday now lives in new york city with her husband the [MASK] trumpeter alex sipiagin and their son nikita,she now lives in new york city with her husband [MASK] trumpeter alex sipiagin and their son nikita
388,Going Straight,[X] plays [Y] music .,sitcom,"Norman Stanley ""Fletch"" Fletcher is the main fictional character in the popular BBC [MASK] Porridge, and the spin-off, Going Straight.","Norman Stanley ""Fletch"" Fletcher is the main fictional character in the popular BBC sitcom Porridge, and the spin-off, Going Straight.","['norman stanley fletch fletcher is the main fictional character in the popular bbc sitcom porridge and its spin-off go straight', 'norman stanley fletch fletcher is the main fictional character in the popular bbc sitcom porridge and the spin-off going straight']",norman stanley fletch fletcher is the main fictional character in the popular sitcom [MASK] porridge and its spin-off go straight,norman stanley fletch fletcher is the main fictional character in the popular sitcom [MASK] porridge and the spin-off going straight,
389,Krzysztof Meyer,[X] plays [Y] music .,opera,"Cyberiada (also known by its German title Kyberiade) is an [MASK] in three acts (11 scenes) composed by Krzysztof Meyer to a Polish-language libretto by the composer himself, based on The Cyberiad, a series of science fiction short stories by Stanisław Lem.","Cyberiada (also known by its German title Kyberiade) is an opera in three acts (11 scenes) composed by Krzysztof Meyer to a Polish-language libretto by the composer himself, based on The Cyberiad, a series of science fiction short stories by Stanisław Lem.","['Cyberiada (also known by its German title Kyberiade) is an opera in three acts (11 scenes) composed by Krzysztof Meyer to a Polish-language libretto by the composer himself, based on The Cyberiad, a series of science fiction short stories by Stanisław Lem.']","Cyberiada (also known by its German title Kyberiade) is an [MASK] in three acts (11 scenes) composed by Krzysztof Meyer to a Polish-language libretto by the composer himself, based on The Cyberiad, a series of science fiction short stories by Stanisław Lem.",,
390,Leon Haywood,[X] plays [Y] music .,funk,"Otha Leon Haywood (born February 11, 1942, Houston, Texas) is an American [MASK] and soul singer, songwriter and record producer.","Otha Leon Haywood (born February 11, 1942, Houston, Texas) is an American funk and soul singer, songwriter and record producer.",['leon haywood born 11 february 1942 in houston texas is an american funk and soul singer-songwriter and record producer'],leon haywood born 11 february 1942 in houston texas is an american [MASK] and soul singer-songwriter and record producer,,
391,Stanley Clarke,[X] plays [Y] music .,jazz,"In the post-1970s era of jazz-rock fusion, the electric bass became an important [MASK] instrument; virtuoso Stanley Clarke (born 1951) played both the double bass and the electric bass.","In the post-1970s era of jazz-rock fusion, the electric bass became an important jazz instrument; virtuoso Stanley Clarke (born 1951) played both the double bass and the electric bass.",['in the post-1970s era of jazz-rock fusion the electric bass became an important jazz instrument stanley clarke born 1951 played both the double bass and the electric bass'],in the post-1970s era of jazz-rock fusion the electric bass became an important [MASK] instrument stanley clarke born 1951 played both the double bass and the electric bass,,
392,Pete Christlieb,[X] plays [Y] music .,jazz,"Pete Christlieb (born February 16, 1945) is a [MASK] bebop, West Coast jazz and hard bop tenor saxophonist.","Pete Christlieb (born February 16, 1945) is a jazz bebop, West Coast jazz and hard bop tenor saxophonist.",['pete christlieb born february 16 1945 is a jazz bebop tenor jazz and hard bop jazz saxophonist'],pete christlieb born february 16 1945 is a jazz bebop tenor jazz and hard bop [MASK] saxophonist,,
393,Todd Sickafoose,[X] plays [Y] music .,jazz,"Todd Sickafoose is an American [MASK] and rock bassist, composer and producer originally from the San Francisco Bay Area who now lives in Berkeley, CA.","Todd Sickafoose is an American jazz and rock bassist, composer and producer originally from the San Francisco Bay Area who now lives in Berkeley, CA.","['Todd Sickafoose is an American jazz and rock bassist, composer and producer originally from the San Francisco Bay Area who now lives in Berkeley, CA.']","Todd Sickafoose is an American [MASK] and rock bassist, composer and producer originally from the San Francisco Bay Area who now lives in Berkeley, CA.",,
394,Dave Samuels,[X] plays [Y] music .,jazz,"He attended high school at the Baltimore School for the Arts from which he graduated in 1997 and subsequently attended the Berklee College of Music, where he studied under [MASK] vibraphonist Dave Samuels for seven of eight semesters, the remaining semester was spent receiving instruction from vibraphonist Ed Saindon.","He attended high school at the Baltimore School for the Arts from which he graduated in 1997 and subsequently attended the Berklee College of Music, where he studied under jazz vibraphonist Dave Samuels for seven of eight semesters, the remaining semester was spent receiving instruction from vibraphonist Ed Saindon.","['he attended high school at the baltimore school of the arts which he graduated in 1997 and later attended berklee college of music where he studied under jazz vibraphonist dave samuels for seven of eight semesters the remaining semester was spent receiving instruction from vibraphonist ed saindon', 'he attended high school at baltimore school of the arts which he graduated in 1997 and subsequently attended berklee college of music where he studied under jazz vibraphonist dave samuels for seven of eight semesters while the remaining semester was spent receiving instruction from vibraphonist ed saindon', 'he attended high school at baltimore school for the arts from which he graduated in 1997 and then subsequently attended berklee college of music where he studied under jazz vibraphonist dave samuels for seven of eight semesters the remaining semester was spent receiving instruction from vibraphonist ed sain']",he attended high school at the baltimore school of the arts which he graduated in 1997 and later attended berklee college of music where he studied under [MASK] vibraphonist dave samuels for seven of eight semesters the remaining semester was spent receiving instruction from vibraphonist ed saindon,he attended high school at baltimore school of the arts which he graduated in 1997 and subsequently attended berklee college of music where he studied under [MASK] vibraphonist dave samuels for seven of eight semesters while the remaining semester was spent receiving instruction from vibraphonist ed saindon,he attended high school at baltimore school for the arts from which he graduated in 1997 and then subsequently attended berklee college of music where he studied under [MASK] vibraphonist dave samuels for seven of eight semesters the remaining semester was spent receiving instruction from vibraphonist ed sain
395,Dave Pike,[X] plays [Y] music .,jazz,"Volker Kriegel (24 December 1943 – 15 June 2003) was a German [MASK] guitarist and composer born in Darmstadt, Germany, perhaps most noteworthy for his contributions to the European jazz rock genre and for his collaborations with the American vibraphonist Dave Pike.","Volker Kriegel (24 December 1943 – 15 June 2003) was a German jazz guitarist and composer born in Darmstadt, Germany, perhaps most noteworthy for his contributions to the European jazz rock genre and for his collaborations with the American vibraphonist Dave Pike.",['volker kriegel december 24 1943-15 june 2003 was a german jazz guitarist and composer born in darmstadt germany perhaps most notable for his contributions to the european jazz rock genre and for his collaborations with american vibraphonist dave p'],volker kriegel december 24 1943-15 june 2003 was a german jazz guitarist and composer born in darmstadt germany perhaps most notable for his contributions to the european [MASK] rock genre and for his collaborations with american vibraphonist dave p,,
396,Michael Mantler,[X] plays [Y] music .,jazz,The Jazz Composer's Orchestra was an American [MASK] group founded by Carla Bley and Michael Mantler in 1965 to further orchestral avant-garde jazz.,The Jazz Composer's Orchestra was an American jazz group founded by Carla Bley and Michael Mantler in 1965 to further orchestral avant-garde jazz.,"[""the jazz composer's orchestra was an american jazz group founded in 1965 by carla bley and michael mantler to further orchestral avant-garde jazz"", ""the jazz composer's orchestra was an american jazz group founded by carla bley and michael mantler in 1965 to further orchestral avant-garde jazz""]",the jazz composer's jazz was an american jazz group founded in 1965 by carla bley and michael mantler to further orchestral avant-garde [MASK],the jazz composer's jazz was an american jazz group founded by carla bley and michael mantler in 1965 to further orchestral avant-garde [MASK],
397,Saverio Mercadante,[X] plays [Y] music .,opera,"Like Saverio Mercadante, who also reassessed the strength and weaknesses of this period in [MASK], Pacini's style did change, but he quickly became eclipsed by the rising influence of Giuseppe Verdi on the Italian operatic scene, and many of his operas appeared to be old fashioned and rarely, if ever, appeared outside of Italy.""","Like Saverio Mercadante, who also reassessed the strength and weaknesses of this period in opera, Pacini's style did change, but he quickly became eclipsed by the rising influence of Giuseppe Verdi on the Italian operatic scene, and many of his operas appeared to be old fashioned and rarely, if ever, appeared outside of Italy.""",,,,
398,Antonio Sartorio,[X] plays [Y] music .,opera,Adelaide or l'Adelaide is an [MASK] by Antonio Sartorio to an Italian libretto by Pietro Dolfin.,Adelaide or l'Adelaide is an opera by Antonio Sartorio to an Italian libretto by Pietro Dolfin.,,,,
399,Joe Darensbourg,[X] plays [Y] music .,jazz,"Joe Darensbourg (July 9, 1906–May 24, 1985) was an American New Orleans based [MASK] clarinetist and saxophonist notable for his work with Buddy Petit, Jelly Roll Morton, Charlie Creath, Fate Marable, Andy Kirk, Johnny Wittwer, Kid Ory, Wingy Manone, Joe Liggins and Louis Armstrong.","Joe Darensbourg (July 9, 1906–May 24, 1985) was an American New Orleans based jazz clarinetist and saxophonist notable for his work with Buddy Petit, Jelly Roll Morton, Charlie Creath, Fate Marable, Andy Kirk, Johnny Wittwer, Kid Ory, Wingy Manone, Joe Liggins and Louis Armstrong.","['Joe Darensbourg (July 9, 1906–May 24, 1985) was an American New Orleans based jazz clarinetist and saxophonist notable for his work with Buddy Petit, Jelly Roll Morton, Charlie Creath, Fate Marable, Andy Kirk, Johnny Wittwer, Kid Ory, Wingy Manone, Joe Liggins and Louis Armstrong.']","Joe Darensbourg (July 9, 1906–May 24, 1985) was an American New Orleans based [MASK] clarinetist and saxophonist notable for his work with Buddy Petit, Jelly Roll Morton, Charlie Creath, Fate Marable, Andy Kirk, Johnny Wittwer, Kid Ory, Wingy Manone, Joe Liggins and Louis Armstrong.",,
400,Nasenbluten,[X] plays [Y] music .,hardcore,Founded by Nasenbluten's Mark Newlands(formerly known as Stigs/TDU) the label initially began distributing cassettes and moved on to become a well-respected label in the [MASK] scene.,Founded by Nasenbluten's Mark Newlands(formerly known as Stigs/TDU) the label initially began distributing cassettes and moved on to become a well-respected label in the hardcore scene.,"[""Founded by Nasenbluten's Mark Newlands(formerly known as Stigs/TDU) the label initially began distributing cassettes and moved on to become a well-respected label in the hardcore scene.""]",Founded by Nasenbluten's Mark Newlands(formerly known as Stigs/TDU) the label initially began distributing cassettes and moved on to become a well-respected label in the [MASK] scene.,,
401,The Paul Lynde Show,[X] plays [Y] music .,sitcom,The Paul Lynde Show is an American [MASK] that aired on ABC.,The Paul Lynde Show is an American sitcom that aired on ABC.,"['the paul lynde show is an american sitcom which ran on abc', 'the paul lynde show is an american sitcom which aired on abc', 'the paul lynde show is an american sitcom that aired on abc']",the paul lynde show is an american [MASK] which ran on abc,the paul lynde show is an american [MASK] which aired on abc,the paul lynde show is an american [MASK] that aired on abc
402,Blue Goose Records,[X] plays [Y] music .,jazz,"On Yazoo's sister label Blue Goose Records, founded in 1970, Perls recorded 'rediscovered' black blues artists and younger blues and [MASK] performers.","On Yazoo's sister label Blue Goose Records, founded in 1970, Perls recorded 'rediscovered' black blues artists and younger blues and jazz performers.","[""On Yazoo's sister label Blue Goose Records, founded in 1970, Perls recorded 'rediscovered' black blues artists and younger blues and jazz performers.""]","On Yazoo's sister label Blue Goose Records, founded in 1970, Perls recorded 'rediscovered' black jazz artists and younger jazz and [MASK] performers.",,
403,Don Lusher,[X] plays [Y] music .,jazz,Don Lusher OBE (6 November 1923 - 5 July 2006) was a [MASK] and big band trombonist best known for his association with the Ted Heath Big Band.,Don Lusher OBE (6 November 1923 - 5 July 2006) was a jazz and big band trombonist best known for his association with the Ted Heath Big Band.,['Don Lusher OBE (6 November 1923 - 5 July 2006) was a jazz and big band trombonist best known for his association with the Ted Heath Big Band.'],Don Lusher OBE (6 November 1923 - 5 July 2006) was a [MASK] and big band trombonist best known for his association with the Ted Heath Big Band.,,
404,Joni Mitchell,[X] plays [Y] music .,jazz,"Heather Blush is a Canadian [MASK] and blues singer based in Calgary.She normally performs with her band The Uppercuts, who are Steve Hazlett (drums) and Dale Ulan (upright bass); under the name Heather Blush and the Uppercuts.According to Kelly Doody of the Calgary Sun, her voice was described as a mix of Joni Mitchell and Norah Jones.","Heather Blush is a Canadian jazz and blues singer based in Calgary.She normally performs with her band The Uppercuts, who are Steve Hazlett (drums) and Dale Ulan (upright bass); under the name Heather Blush and the Uppercuts.According to Kelly Doody of the Calgary Sun, her voice was described as a mix of Joni Mitchell and Norah Jones.","['Heather Blush is a Canadian jazz and blues singer based in Calgary.She normally performs with her band The Uppercuts, who are Steve Hazlett (drums) and Dale Ulan (upright bass); under the name Heather Blush and the Uppercuts.According to Kelly Doody of the Calgary Sun, her voice was described as a mix of Joni Mitchell and Norah Jones.']","Heather Blush is a Canadian jazz and [MASK] singer based in Calgary.She normally performs with her band The Uppercuts, who are Steve Hazlett (drums) and Dale Ulan (upright bass); under the name Heather Blush and the Uppercuts.According to Kelly Doody of the Calgary Sun, her voice was described as a mix of Joni Mitchell and Norah Jones.",,
405,Gerd Dudek,[X] plays [Y] music .,jazz,"Gerd Dudek (born Gerhard Rochus Dudek, 28 September 1938) is a German [MASK] tenor saxophonist, soprano saxophonist, clarinetist and flautist.","Gerd Dudek (born Gerhard Rochus Dudek, 28 September 1938) is a German jazz tenor saxophonist, soprano saxophonist, clarinetist and flautist.","['Gerd Dudek (born Gerhard Rochus Dudek, 28 September 1938) is a German jazz tenor saxophonist, soprano saxophonist, clarinetist and flautist.']","Gerd Dudek (born Gerhard Rochus Dudek, 28 September 1938) is a German [MASK] tenor saxophonist, soprano saxophonist, clarinetist and flautist.",,
406,Pete York,[X] plays [Y] music .,jazz,Swinging Hollywood is a 1994 album by drummer Pete York featuring [MASK] and pop standards and music from film soundtracks.,Swinging Hollywood is a 1994 album by drummer Pete York featuring jazz and pop standards and music from film soundtracks.,['Swinging Hollywood is a 1994 album by drummer Pete York featuring jazz and pop standards and music from film soundtracks.'],Swinging Hollywood is a 1994 album by drummer Pete York featuring [MASK] and pop standards and music from film soundtracks.,,
407,Alex Cline,[X] plays [Y] music .,jazz,"He first came to prominence in the 1980s playing [MASK], often in collaboration with his identical twin brother Alex Cline, a drummer.","He first came to prominence in the 1980s playing jazz, often in collaboration with his identical twin brother Alex Cline, a drummer.","['He first came to prominence in the 1980s playing jazz, often in collaboration with his identical twin brother Alex Cline, a drummer.']","He first came to prominence in the 1980s playing [MASK], often in collaboration with his identical twin brother Alex Cline, a drummer.",,
408,Booker Ervin,[X] plays [Y] music .,jazz,"Following this Perkins recorded with countless [MASK] figures, including Rahsaan Roland Kirk, George Shearing, Gene Ammons, Charles Mingus, Billy Taylor, Booker Ervin, Jaki Byard, Lucky Thompson, Pat Martino, Sonny Stitt, Sonny Criss, Charles Earland.","Following this Perkins recorded with countless jazz figures, including Rahsaan Roland Kirk, George Shearing, Gene Ammons, Charles Mingus, Billy Taylor, Booker Ervin, Jaki Byard, Lucky Thompson, Pat Martino, Sonny Stitt, Sonny Criss, Charles Earland.","['following this perkins recorded with countless jazz figures including charles mingus billy taylor booker ervin jaki byard lucky thompson pat martino sonny stitt sonny criss charles earland and rahsa', 'after this perkins recorded with countless jazz figures including rahsaan roland kirk george shearing charles mingus billy taylor booker ervin jaki byard lucky thompson pat martino sonny stitt sonny criss charles earland', 'following this perkins recorded with countless jazz figures including rahsaan roland kirk george shearing charles mingus billy taylor booker ervin jaki byard lucky thompson pat martino sonny stitt sonny criss charles earland']",following this perkins recorded with countless [MASK] figures including charles mingus billy taylor booker ervin jaki byard lucky thompson pat martino sonny stitt sonny criss charles earland and rahsa,after this perkins recorded with countless [MASK] figures including rahsaan roland kirk george shearing charles mingus billy taylor booker ervin jaki byard lucky thompson pat martino sonny stitt sonny criss charles earland,following this perkins recorded with countless [MASK] figures including rahsaan roland kirk george shearing charles mingus billy taylor booker ervin jaki byard lucky thompson pat martino sonny stitt sonny criss charles earland
409,Ed Greenwood,[X] plays [Y] music .,fantasy,"Ed Greenwood (born July 21, 1959) is a Canadian-born [MASK] writer and the original creator of the Forgotten Realms game world.","Ed Greenwood (born July 21, 1959) is a Canadian-born fantasy writer and the original creator of the Forgotten Realms game world.",['ed greenwood born 21 july 1959 is a canadian fantasy writer and the original creator of the game world forgotten realms'],ed greenwood born 21 july 1959 is a canadian [MASK] writer and the original creator of the game world forgotten realms,,
410,Neil Gaiman,[X] plays [Y] music .,fantasy,She influenced such Booker Prize winners and other writers as Salman Rushdie and David Mitchell – and notable science fiction and [MASK] writers including Neil Gaiman and Iain Banks.,She influenced such Booker Prize winners and other writers as Salman Rushdie and David Mitchell – and notable science fiction and fantasy writers including Neil Gaiman and Iain Banks.,['she influenced such booker prize winners and other writers as salman rushdie and david mitchell and notable science fiction and fantasy writers including neil gaiman and iain banks'],she influenced such booker prize winners and other writers as salman rushdie and david mitchell and notable science fiction and [MASK] writers including neil gaiman and iain banks,,
411,Johann Christian Bach,[X] plays [Y] music .,opera,"His recording of the [MASK] Endimione by Johann Christian Bach, won the Echo Klassik Award 2000 – Best opera recording 17th/18th century.","His recording of the opera Endimione by Johann Christian Bach, won the Echo Klassik Award 2000 – Best opera recording 17th/18th century.","['His recording of the opera Endimione by Johann Christian Bach, won the Echo Klassik Award 2000 – Best opera recording 17th/18th century.']","His recording of the opera Endimione by Johann Christian Bach, won the Echo Klassik Award 2000 – Best [MASK] recording 17th/18th century.",,
412,Harry Somers,[X] plays [Y] music .,opera,"He has written two [MASK] librettos for the Canadian Opera Company, including Dulcitius, performed by the COC ensemble in 1988 and a three-act opera Mario and the Magician, with music by Harry Somers performed at the Elgin Theatre, Toronto in 1992.","He has written two opera librettos for the Canadian Opera Company, including Dulcitius, performed by the COC ensemble in 1988 and a three-act opera Mario and the Magician, with music by Harry Somers performed at the Elgin Theatre, Toronto in 1992.","['He has written two opera librettos for the Canadian Opera Company, including Dulcitius, performed by the COC ensemble in 1988 and a three-act opera Mario and the Magician, with music by Harry Somers performed at the Elgin Theatre, Toronto in 1992.']","He has written two opera librettos for the Canadian Opera Company, including Dulcitius, performed by the COC ensemble in 1988 and a three-act [MASK] Mario and the Magician, with music by Harry Somers performed at the Elgin Theatre, Toronto in 1992.",,
413,Lucky Louie,[X] plays [Y] music .,sitcom,"Lucky Louie is an American television [MASK] created by Louis C.K., which aired on HBO in the U.S.","Lucky Louie is an American television sitcom created by Louis C.K., which aired on HBO in the U.S.","['lucky louie is an american television sitcom created by louis ck which aired in the united states on hbo', 'lucky louie is an american television sitcom created by louis ck and aired on hbo in the united states', 'lucky louie is an american television sitcom created by louis ck which aired on hbo in the us']",lucky louie is an american television [MASK] created by louis ck which aired in the united states on hbo,lucky louie is an american television [MASK] created by louis ck and aired on hbo in the united states,lucky louie is an american television [MASK] created by louis ck which aired on hbo in the us
414,Junior Byles,[X] plays [Y] music .,reggae,"The Versatiles were a Jamaican [MASK] group, formed in 1967 by Junior Byles, Louie Davis and Dudley Earl.","The Versatiles were a Jamaican reggae group, formed in 1967 by Junior Byles, Louie Davis and Dudley Earl.","['the versatiles were a jamaican reggae group founded in 1967 by junior byles louie davis and dudley earl', 'the versatiles were a jamaican reggae group formed in 1967 by junior byles louie davis and dudley earl']",the versatiles were a jamaican [MASK] group founded in 1967 by junior byles louie davis and dudley earl,the versatiles were a jamaican [MASK] group formed in 1967 by junior byles louie davis and dudley earl,
415,Catullus,[X] plays [Y] music .,poetry,"Items from the Catullus have been anthologised by both Penguin and O.U.P., and the whole collection was reprinted as an appendix to Aubrey Burl's biography of the [MASK] (2004).","Items from the Catullus have been anthologised by both Penguin and O.U.P., and the whole collection was reprinted as an appendix to Aubrey Burl's biography of the poetry (2004).","[""Items from the Catullus have been anthologised by both Penguin and O.U.P., and the whole collection was reprinted as an appendix to Aubrey Burl's biography of the poetry (2004).""]","Items from the Catullus have been anthologised by both Penguin and O.U.P., and the whole collection was reprinted as an appendix to Aubrey Burl's biography of the [MASK] (2004).",,
416,Lutan Fyah,[X] plays [Y] music .,reggae,"From the mid-1990s, many [MASK] artists have emerged from the Bobo Ashanti; the most well-known among them are Sizzla, Capleton, Anthony B, Lutan Fyah, Turbulence and Ras Shiloh.","From the mid-1990s, many reggae artists have emerged from the Bobo Ashanti; the most well-known among them are Sizzla, Capleton, Anthony B, Lutan Fyah, Turbulence and Ras Shiloh.","['From the mid-1990s, many reggae artists have emerged from the Bobo Ashanti; the most well-known among them are Sizzla, Capleton, Anthony B, Lutan Fyah, Turbulence and Ras Shiloh.']","From the mid-1990s, many [MASK] artists have emerged from the Bobo Ashanti; the most well-known among them are Sizzla, Capleton, Anthony B, Lutan Fyah, Turbulence and Ras Shiloh.",,
417,Jimmy Cliff,[X] plays [Y] music .,reggae,"He moved to the UK in the late 1960s and toured as a guitarist with soul and [MASK] artists such as Otis Redding, Jimmy Cliff, Wilson Pickett and Desmond Dekker.","He moved to the UK in the late 1960s and toured as a guitarist with soul and reggae artists such as Otis Redding, Jimmy Cliff, Wilson Pickett and Desmond Dekker.","['in the late 1960s he moved to the uk and toured as a guitarist with soul and reggae artists such as otis redding jimmy cliff wilson pickett and desmond dekker', 'he moved to the uk in the late 1960s and toured as a guitarist with soul and reggae artists such as otis redding jimmy cliff wilson pickett and desmond dekker']",in the late 1960s he moved to the uk and toured as a guitarist with soul and [MASK] artists such as otis redding jimmy cliff wilson pickett and desmond dekker,he moved to the uk in the late 1960s and toured as a guitarist with soul and [MASK] artists such as otis redding jimmy cliff wilson pickett and desmond dekker,
418,Rick Braun,[X] plays [Y] music .,jazz,"Artistry Music (formerly ARTizen Music Group) is a smooth jazz record label, founded by [MASK] trumpeter Rick Braun and saxophonist Richard Elliot.","Artistry Music (formerly ARTizen Music Group) is a smooth jazz record label, founded by jazz trumpeter Rick Braun and saxophonist Richard Elliot.",['artistry music formerly artizen music group is a smooth jazz record label founded by jazz trumpeter rick braun and saxophonist richard elliot'],artistry music formerly artizen music group is a smooth jazz record label founded by [MASK] trumpeter rick braun and saxophonist richard elliot,,
419,Christopher Paolini,[X] plays [Y] music .,fantasy,"This is a list of characters in the Inheritance Cycle, a [MASK] series by Christopher Paolini.","This is a list of characters in the Inheritance Cycle, a fantasy series by Christopher Paolini.","['this is a list of characters from the inheritance cycle a fantasy series by christopher paolini', 'this is a list of characters in inheritance cycle a fantasy series by christopher paolini', 'this is a list of characters in the inheritance cycle a fantasy series by christopher paolini']",this is a list of characters from the inheritance cycle a [MASK] series by christopher paolini,this is a list of characters in inheritance cycle a [MASK] series by christopher paolini,this is a list of characters in the inheritance cycle a [MASK] series by christopher paolini
420,Bob Servant,[X] plays [Y] music .,sitcom,"Bob Servant Independent, renamed Bob Servant, is a British television [MASK] written and created by Neil Forsyth.","Bob Servant Independent, renamed Bob Servant, is a British television sitcom written and created by Neil Forsyth.","['Bob Servant Independent, renamed Bob Servant, is a British television sitcom written and created by Neil Forsyth.']","Bob Servant Independent, renamed Bob Servant, is a British television [MASK] written and created by Neil Forsyth.",,
