,answers,original,parrot_0,parrot_1,parrot_2
329,elle,"[{'token': 'elle', 'score': 0.315}, {'token': 'vogue', 'score': 0.082}, {'token': 'mode', 'score': 0.051}, {'token': 'runway', 'score': 0.045}, {'token': 'celine', 'score': 0.021}, {'token': 'hermes', 'score': 0.015}, {'token': 'chloe', 'score': 0.013}, {'token': 'diva', 'score': 0.012}, {'token': 'v', 'score': 0.011}, {'token': 'paris', 'score': 0.007}, {'token': 'flare', 'score': 0.006}, {'token': 'max', 'score': 0.006}, {'token': 'w', 'score': 0.006}, {'token': 'look', 'score': 0.006}, {'token': 'liberation', 'score': 0.006}]",,,
330,bbc,"[{'token': 'bbc', 'score': 0.933}, {'token': 'organisation', 'score': 0.05}, {'token': 'company', 'score': 0.005}, {'token': 'broadcaster', 'score': 0.005}, {'token': 'corporation', 'score': 0.002}, {'token': 'board', 'score': 0.002}, {'token': 'charity', 'score': 0.001}, {'token': 'network', 'score': 0.0}, {'token': 'channel', 'score': 0.0}, {'token': 'organization', 'score': 0.0}, {'token': 'group', 'score': 0.0}, {'token': 'uk', 'score': 0.0}, {'token': 'business', 'score': 0.0}, {'token': 'service', 'score': 0.0}, {'token': 'station', 'score': 0.0}]","[{'token': 'bbc', 'score': 0.982}, {'token': 'organisation', 'score': 0.009}, {'token': 'company', 'score': 0.003}, {'token': 'corporation', 'score': 0.002}, {'token': 'board', 'score': 0.001}, {'token': 'broadcaster', 'score': 0.001}, {'token': 'channel', 'score': 0.0}, {'token': 'uk', 'score': 0.0}, {'token': 'group', 'score': 0.0}, {'token': 'charity', 'score': 0.0}, {'token': 'network', 'score': 0.0}, {'token': 'abc', 'score': 0.0}, {'token': 'station', 'score': 0.0}, {'token': 'trust', 'score': 0.0}, {'token': 'organization', 'score': 0.0}]","[{'token': 'bbc', 'score': 0.992}, {'token': 'organisation', 'score': 0.004}, {'token': 'company', 'score': 0.001}, {'token': 'corporation', 'score': 0.001}, {'token': 'broadcaster', 'score': 0.001}, {'token': 'board', 'score': 0.0}, {'token': 'channel', 'score': 0.0}, {'token': 'network', 'score': 0.0}, {'token': 'charity', 'score': 0.0}, {'token': 'uk', 'score': 0.0}, {'token': 'abc', 'score': 0.0}, {'token': 'trust', 'score': 0.0}, {'token': 'group', 'score': 0.0}, {'token': 'station', 'score': 0.0}, {'token': 'executive', 'score': 0.0}]",
331,bbc,"[{'token': 'bbc', 'score': 0.933}, {'token': 'organisation', 'score': 0.05}, {'token': 'company', 'score': 0.005}, {'token': 'broadcaster', 'score': 0.005}, {'token': 'corporation', 'score': 0.002}, {'token': 'board', 'score': 0.002}, {'token': 'charity', 'score': 0.001}, {'token': 'network', 'score': 0.0}, {'token': 'channel', 'score': 0.0}, {'token': 'organization', 'score': 0.0}, {'token': 'group', 'score': 0.0}, {'token': 'uk', 'score': 0.0}, {'token': 'business', 'score': 0.0}, {'token': 'service', 'score': 0.0}, {'token': 'station', 'score': 0.0}]","[{'token': 'bbc', 'score': 0.952}, {'token': 'organisation', 'score': 0.027}, {'token': 'company', 'score': 0.008}, {'token': 'broadcaster', 'score': 0.004}, {'token': 'corporation', 'score': 0.003}, {'token': 'board', 'score': 0.001}, {'token': 'network', 'score': 0.001}, {'token': 'channel', 'score': 0.001}, {'token': 'group', 'score': 0.0}, {'token': 'charity', 'score': 0.0}, {'token': 'uk', 'score': 0.0}, {'token': 'organization', 'score': 0.0}, {'token': 'station', 'score': 0.0}, {'token': 'abc', 'score': 0.0}, {'token': 'business', 'score': 0.0}]","[{'token': 'bbc', 'score': 0.995}, {'token': 'organisation', 'score': 0.003}, {'token': 'corporation', 'score': 0.001}, {'token': 'company', 'score': 0.001}, {'token': 'broadcaster', 'score': 0.001}, {'token': 'board', 'score': 0.0}, {'token': 'channel', 'score': 0.0}, {'token': 'network', 'score': 0.0}, {'token': 'uk', 'score': 0.0}, {'token': 'abc', 'score': 0.0}, {'token': 'charity', 'score': 0.0}, {'token': 'trust', 'score': 0.0}, {'token': 'station', 'score': 0.0}, {'token': 'group', 'score': 0.0}, {'token': 'programme', 'score': 0.0}]",
332,sunrise,"[{'token': 'sunrise', 'score': 0.528}, {'token': 'square', 'score': 0.017}, {'token': 'sony', 'score': 0.016}, {'token': 'tbs', 'score': 0.013}, {'token': 'viz', 'score': 0.011}, {'token': 'dome', 'score': 0.007}, {'token': 'image', 'score': 0.006}, {'token': 'arm', 'score': 0.005}, {'token': 'spike', 'score': 0.005}, {'token': 'fuji', 'score': 0.005}, {'token': 'next', 'score': 0.004}, {'token': 'mt', 'score': 0.004}, {'token': 'anime', 'score': 0.003}, {'token': 'nintendo', 'score': 0.003}, {'token': 'ace', 'score': 0.003}]","[{'token': '.', 'score': 0.947}, {'token': ';', 'score': 0.021}, {'token': '!', 'score': 0.017}, {'token': '?', 'score': 0.013}, {'token': '|', 'score': 0.0}, {'token': '...', 'score': 0.0}, {'token': '[unk]', 'score': 0.0}, {'token': '।', 'score': 0.0}, {'token': '。', 'score': 0.0}, {'token': 'studio', 'score': 0.0}, {'token': 'animation', 'score': 0.0}, {'token': '．', 'score': 0.0}, {'token': '！', 'score': 0.0}, {'token': ':', 'score': 0.0}, {'token': 'color', 'score': 0.0}]","[{'token': '.', 'score': 0.947}, {'token': ';', 'score': 0.023}, {'token': '!', 'score': 0.016}, {'token': '?', 'score': 0.014}, {'token': '|', 'score': 0.0}, {'token': '...', 'score': 0.0}, {'token': '[unk]', 'score': 0.0}, {'token': '।', 'score': 0.0}, {'token': '。', 'score': 0.0}, {'token': 'studio', 'score': 0.0}, {'token': 'animation', 'score': 0.0}, {'token': '．', 'score': 0.0}, {'token': '！', 'score': 0.0}, {'token': ':', 'score': 0.0}, {'token': 'color', 'score': 0.0}]",
333,bbc,"[{'token': 'historical', 'score': 0.347}, {'token': 'radio', 'score': 0.095}, {'token': 'television', 'score': 0.084}, {'token': 'audio', 'score': 0.076}, {'token': 'medical', 'score': 0.045}, {'token': 'period', 'score': 0.036}, {'token': 'crime', 'score': 0.028}, {'token': 'bbc', 'score': 0.025}, {'token': 'british', 'score': 0.021}, {'token': 'serial', 'score': 0.019}, {'token': 'daytime', 'score': 0.015}, {'token': 'light', 'score': 0.014}, {'token': 'wartime', 'score': 0.01}, {'token': 'tv', 'score': 0.006}, {'token': 'police', 'score': 0.005}]",,,
334,bbc,"[{'token': 'british', 'score': 0.723}, {'token': 'english', 'score': 0.072}, {'token': 'australian', 'score': 0.044}, {'token': 'american', 'score': 0.033}, {'token': 'irish', 'score': 0.03}, {'token': 'scottish', 'score': 0.022}, {'token': 'canadian', 'score': 0.022}, {'token': 'bbc', 'score': 0.008}, {'token': 'television', 'score': 0.007}, {'token': 'freelance', 'score': 0.006}, {'token': 'welsh', 'score': 0.002}, {'token': 'sports', 'score': 0.002}, {'token': 'radio', 'score': 0.002}, {'token': 'independent', 'score': 0.002}, {'token': 'broadcast', 'score': 0.002}]","[{'token': 'british', 'score': 0.731}, {'token': 'english', 'score': 0.075}, {'token': 'irish', 'score': 0.034}, {'token': 'australian', 'score': 0.032}, {'token': 'american', 'score': 0.03}, {'token': 'scottish', 'score': 0.023}, {'token': 'canadian', 'score': 0.017}, {'token': 'bbc', 'score': 0.009}, {'token': 'freelance', 'score': 0.008}, {'token': 'television', 'score': 0.006}, {'token': 'radio', 'score': 0.003}, {'token': 'welsh', 'score': 0.003}, {'token': 'independent', 'score': 0.002}, {'token': 'broadcast', 'score': 0.002}, {'token': 'sports', 'score': 0.002}]",,
335,apple,"[{'token': '.', 'score': 0.685}, {'token': ';', 'score': 0.308}, {'token': '|', 'score': 0.002}, {'token': '?', 'score': 0.002}, {'token': 'president', 'score': 0.0}, {'token': ':', 'score': 0.0}, {'token': '!', 'score': 0.0}, {'token': 'chairman', 'score': 0.0}, {'token': 'director', 'score': 0.0}, {'token': '...', 'score': 0.0}, {'token': 'the', 'score': 0.0}, {'token': 'editor', 'score': 0.0}, {'token': 'professor', 'score': 0.0}, {'token': 'retired', 'score': 0.0}, {'token': 'nominated', 'score': 0.0}]","[{'token': 'department', 'score': 0.259}, {'token': 'production', 'score': 0.043}, {'token': 'art', 'score': 0.036}, {'token': 'school', 'score': 0.029}, {'token': 'office', 'score': 0.025}, {'token': 'mission', 'score': 0.024}, {'token': 'government', 'score': 0.02}, {'token': 'photography', 'score': 0.018}, {'token': 'state', 'score': 0.018}, {'token': 'administration', 'score': 0.018}, {'token': 'design', 'score': 0.016}, {'token': 'music', 'score': 0.016}, {'token': 'operations', 'score': 0.012}, {'token': 'management', 'score': 0.011}, {'token': 'research', 'score': 0.009}]","[{'token': 'google', 'score': 0.134}, {'token': 'microsoft', 'score': 0.044}, {'token': 'ibm', 'score': 0.043}, {'token': 'intel', 'score': 0.039}, {'token': 'facebook', 'score': 0.035}, {'token': 'ge', 'score': 0.025}, {'token': 'apple', 'score': 0.022}, {'token': 'boeing', 'score': 0.02}, {'token': 'amazon', 'score': 0.017}, {'token': 'disney', 'score': 0.017}, {'token': 'cbs', 'score': 0.014}, {'token': 'airbus', 'score': 0.013}, {'token': 'sap', 'score': 0.011}, {'token': 'hp', 'score': 0.009}, {'token': 'siemens', 'score': 0.008}]",
336,bbc,"[{'token': 'veteran', 'score': 0.148}, {'token': 'australian', 'score': 0.072}, {'token': 'regular', 'score': 0.061}, {'token': 'local', 'score': 0.046}, {'token': 'guest', 'score': 0.044}, {'token': 'bbc', 'score': 0.04}, {'token': 'international', 'score': 0.037}, {'token': 'prominent', 'score': 0.031}, {'token': 'experienced', 'score': 0.029}, {'token': 'notable', 'score': 0.026}, {'token': 'independent', 'score': 0.026}, {'token': 'former', 'score': 0.024}, {'token': 'national', 'score': 0.024}, {'token': 'senior', 'score': 0.019}, {'token': 'fellow', 'score': 0.017}]",,,
337,bbc,"[{'token': 'veteran', 'score': 0.148}, {'token': 'australian', 'score': 0.072}, {'token': 'regular', 'score': 0.061}, {'token': 'local', 'score': 0.046}, {'token': 'guest', 'score': 0.044}, {'token': 'bbc', 'score': 0.04}, {'token': 'international', 'score': 0.037}, {'token': 'prominent', 'score': 0.031}, {'token': 'experienced', 'score': 0.029}, {'token': 'notable', 'score': 0.026}, {'token': 'independent', 'score': 0.026}, {'token': 'former', 'score': 0.024}, {'token': 'national', 'score': 0.024}, {'token': 'senior', 'score': 0.019}, {'token': 'fellow', 'score': 0.017}]",,,
338,bbc,"[{'token': 'bbc', 'score': 0.952}, {'token': 'times', 'score': 0.009}, {'token': 'independent', 'score': 0.005}, {'token': 'abc', 'score': 0.004}, {'token': 'guardian', 'score': 0.004}, {'token': 'observer', 'score': 0.003}, {'token': 'programme', 'score': 0.002}, {'token': 'herald', 'score': 0.002}, {'token': 'bulletin', 'score': 0.001}, {'token': 'station', 'score': 0.001}, {'token': 'news', 'score': 0.001}, {'token': 'mirror', 'score': 0.001}, {'token': 'metro', 'score': 0.001}, {'token': 'sun', 'score': 0.001}, {'token': 'argus', 'score': 0.001}]","[{'token': 'bbc', 'score': 0.941}, {'token': 'times', 'score': 0.015}, {'token': 'guardian', 'score': 0.007}, {'token': 'abc', 'score': 0.006}, {'token': 'independent', 'score': 0.004}, {'token': 'observer', 'score': 0.004}, {'token': 'herald', 'score': 0.002}, {'token': 'sun', 'score': 0.002}, {'token': 'argus', 'score': 0.001}, {'token': 'station', 'score': 0.001}, {'token': 'mirror', 'score': 0.001}, {'token': 'news', 'score': 0.001}, {'token': 'cbc', 'score': 0.001}, {'token': 'bulletin', 'score': 0.001}, {'token': 'programme', 'score': 0.001}]","[{'token': 'bbc', 'score': 0.948}, {'token': 'times', 'score': 0.011}, {'token': 'abc', 'score': 0.007}, {'token': 'independent', 'score': 0.004}, {'token': 'guardian', 'score': 0.004}, {'token': 'observer', 'score': 0.002}, {'token': 'herald', 'score': 0.002}, {'token': 'station', 'score': 0.001}, {'token': 'bulletin', 'score': 0.001}, {'token': 'sun', 'score': 0.001}, {'token': 'cbc', 'score': 0.001}, {'token': 'news', 'score': 0.001}, {'token': 'argus', 'score': 0.001}, {'token': 'mirror', 'score': 0.001}, {'token': 'metro', 'score': 0.001}]","[{'token': 'bbc', 'score': 0.956}, {'token': 'times', 'score': 0.009}, {'token': 'abc', 'score': 0.006}, {'token': 'independent', 'score': 0.003}, {'token': 'guardian', 'score': 0.003}, {'token': 'observer', 'score': 0.002}, {'token': 'herald', 'score': 0.002}, {'token': 'station', 'score': 0.001}, {'token': 'bulletin', 'score': 0.001}, {'token': 'news', 'score': 0.001}, {'token': 'argus', 'score': 0.001}, {'token': 'cbc', 'score': 0.001}, {'token': 'sun', 'score': 0.001}, {'token': 'mirror', 'score': 0.001}, {'token': 'metro', 'score': 0.001}]"
339,ibm,"[{'token': 'electrical', 'score': 0.288}, {'token': 'aeronautical', 'score': 0.279}, {'token': 'aerospace', 'score': 0.124}, {'token': 'industrial', 'score': 0.044}, {'token': 'ibm', 'score': 0.039}, {'token': 'automobile', 'score': 0.036}, {'token': 'agricultural', 'score': 0.029}, {'token': 'electronics', 'score': 0.02}, {'token': 'automotive', 'score': 0.019}, {'token': 'aircraft', 'score': 0.015}, {'token': 'aviation', 'score': 0.012}, {'token': 'independent', 'score': 0.011}, {'token': 'electric', 'score': 0.008}, {'token': 'electronic', 'score': 0.007}, {'token': 'american', 'score': 0.006}]","[{'token': 'electrical', 'score': 0.328}, {'token': 'aeronautical', 'score': 0.246}, {'token': 'aerospace', 'score': 0.158}, {'token': 'industrial', 'score': 0.068}, {'token': 'electronics', 'score': 0.017}, {'token': 'agricultural', 'score': 0.016}, {'token': 'ibm', 'score': 0.015}, {'token': 'independent', 'score': 0.015}, {'token': 'aircraft', 'score': 0.015}, {'token': 'automotive', 'score': 0.015}, {'token': 'automobile', 'score': 0.012}, {'token': 'electronic', 'score': 0.008}, {'token': 'aviation', 'score': 0.008}, {'token': 'american', 'score': 0.007}, {'token': 'electric', 'score': 0.005}]","[{'token': 'electrical', 'score': 0.324}, {'token': 'aeronautical', 'score': 0.236}, {'token': 'aerospace', 'score': 0.162}, {'token': 'industrial', 'score': 0.071}, {'token': 'electronics', 'score': 0.02}, {'token': 'aircraft', 'score': 0.016}, {'token': 'automotive', 'score': 0.016}, {'token': 'agricultural', 'score': 0.016}, {'token': 'ibm', 'score': 0.016}, {'token': 'independent', 'score': 0.016}, {'token': 'automobile', 'score': 0.014}, {'token': 'electronic', 'score': 0.008}, {'token': 'aviation', 'score': 0.008}, {'token': 'american', 'score': 0.006}, {'token': 'electric', 'score': 0.006}]",
340,espn,"[{'token': 'espn', 'score': 0.921}, {'token': 'slate', 'score': 0.015}, {'token': 'forbes', 'score': 0.014}, {'token': 'cnn', 'score': 0.009}, {'token': 'sports', 'score': 0.002}, {'token': 'time', 'score': 0.002}, {'token': 'reuters', 'score': 0.002}, {'token': 'newsweek', 'score': 0.001}, {'token': 'vice', 'score': 0.001}, {'token': 'billboard', 'score': 0.001}, {'token': 'bloomberg', 'score': 0.001}, {'token': 'cbs', 'score': 0.001}, {'token': 'playboy', 'score': 0.001}, {'token': 'nbc', 'score': 0.001}, {'token': 'npr', 'score': 0.001}]","[{'token': '.', 'score': 0.865}, {'token': ';', 'score': 0.129}, {'token': '?', 'score': 0.004}, {'token': '|', 'score': 0.002}, {'token': '!', 'score': 0.0}, {'token': '।', 'score': 0.0}, {'token': '...', 'score': 0.0}, {'token': 'youtube', 'score': 0.0}, {'token': '[unk]', 'score': 0.0}, {'token': ',', 'score': 0.0}, {'token': ':', 'score': 0.0}, {'token': 'the', 'score': 0.0}, {'token': ""'"", 'score': 0.0}, {'token': '॥', 'score': 0.0}, {'token': 'espn', 'score': 0.0}]","[{'token': '.', 'score': 0.958}, {'token': ';', 'score': 0.039}, {'token': '?', 'score': 0.002}, {'token': '|', 'score': 0.001}, {'token': '!', 'score': 0.0}, {'token': '।', 'score': 0.0}, {'token': '...', 'score': 0.0}, {'token': 'youtube', 'score': 0.0}, {'token': 'espn', 'score': 0.0}, {'token': '[unk]', 'score': 0.0}, {'token': 'radio', 'score': 0.0}, {'token': '॥', 'score': 0.0}, {'token': 'yahoo', 'score': 0.0}, {'token': 'twitter', 'score': 0.0}, {'token': 'iran', 'score': 0.0}]","[{'token': '.', 'score': 0.922}, {'token': ';', 'score': 0.071}, {'token': '?', 'score': 0.005}, {'token': '|', 'score': 0.002}, {'token': '!', 'score': 0.0}, {'token': '।', 'score': 0.0}, {'token': '...', 'score': 0.0}, {'token': 'youtube', 'score': 0.0}, {'token': 'espn', 'score': 0.0}, {'token': '[unk]', 'score': 0.0}, {'token': '॥', 'score': 0.0}, {'token': ',', 'score': 0.0}, {'token': 'yahoo', 'score': 0.0}, {'token': ""'"", 'score': 0.0}, {'token': ':', 'score': 0.0}]"
341,bbc,"[{'token': 'national', 'score': 0.144}, {'token': 'british', 'score': 0.109}, {'token': 'gloucestershire', 'score': 0.06}, {'token': 'international', 'score': 0.048}, {'token': 'cheltenham', 'score': 0.031}, {'token': 'world', 'score': 0.031}, {'token': 'great', 'score': 0.028}, {'token': 'english', 'score': 0.025}, {'token': 'uk', 'score': 0.025}, {'token': 'annual', 'score': 0.021}, {'token': 'royal', 'score': 0.015}, {'token': 'bristol', 'score': 0.013}, {'token': 'first', 'score': 0.011}, {'token': 'victorian', 'score': 0.01}, {'token': 'oxford', 'score': 0.009}]",,,
342,bbc,"[{'token': 'bbc', 'score': 0.965}, {'token': 'british', 'score': 0.01}, {'token': 'weekly', 'score': 0.004}, {'token': 'popular', 'score': 0.003}, {'token': 'comedy', 'score': 0.003}, {'token': 'live', 'score': 0.002}, {'token': 'satirical', 'score': 0.002}, {'token': 'uk', 'score': 0.001}, {'token': 'national', 'score': 0.001}, {'token': 'daily', 'score': 0.001}, {'token': 'topical', 'score': 0.001}, {'token': 'syndicated', 'score': 0.0}, {'token': 'musical', 'score': 0.0}, {'token': 'thames', 'score': 0.0}, {'token': 'cbc', 'score': 0.0}]","[{'token': 'bbc', 'score': 0.985}, {'token': 'british', 'score': 0.005}, {'token': 'comedy', 'score': 0.001}, {'token': 'popular', 'score': 0.001}, {'token': 'live', 'score': 0.001}, {'token': 'weekly', 'score': 0.001}, {'token': 'satirical', 'score': 0.001}, {'token': 'uk', 'score': 0.001}, {'token': 'national', 'score': 0.0}, {'token': 'thames', 'score': 0.0}, {'token': 'topical', 'score': 0.0}, {'token': 'syndicated', 'score': 0.0}, {'token': 'daily', 'score': 0.0}, {'token': 'cbc', 'score': 0.0}, {'token': 'musical', 'score': 0.0}]","[{'token': 'bbc', 'score': 0.992}, {'token': 'comedy', 'score': 0.001}, {'token': 'british', 'score': 0.001}, {'token': 'weekly', 'score': 0.0}, {'token': 'satirical', 'score': 0.0}, {'token': 'abc', 'score': 0.0}, {'token': 'cbc', 'score': 0.0}, {'token': 'itv', 'score': 0.0}, {'token': 'live', 'score': 0.0}, {'token': 'national', 'score': 0.0}, {'token': 'syndicated', 'score': 0.0}, {'token': 'popular', 'score': 0.0}, {'token': 'daily', 'score': 0.0}, {'token': 'topical', 'score': 0.0}, {'token': 'thames', 'score': 0.0}]",
343,bbc,"[{'token': 'bbc', 'score': 0.814}, {'token': 'itv', 'score': 0.166}, {'token': 'children', 'score': 0.01}, {'token': 'britain', 'score': 0.002}, {'token': 'television', 'score': 0.001}, {'token': 'unicef', 'score': 0.001}, {'token': 'abc', 'score': 0.0}, {'token': 'cbs', 'score': 0.0}, {'token': 'nbc', 'score': 0.0}, {'token': 'bafta', 'score': 0.0}, {'token': 'charity', 'score': 0.0}, {'token': 'tv', 'score': 0.0}, {'token': 'mtv', 'score': 0.0}, {'token': 'england', 'score': 0.0}, {'token': 'uk', 'score': 0.0}]",,,
344,microsoft,"[{'token': 'microsoft', 'score': 0.402}, {'token': 'ibm', 'score': 0.079}, {'token': 'intel', 'score': 0.061}, {'token': 'sony', 'score': 0.061}, {'token': 'apple', 'score': 0.059}, {'token': 'hp', 'score': 0.051}, {'token': 'google', 'score': 0.045}, {'token': 'nintendo', 'score': 0.035}, {'token': 'samsung', 'score': 0.023}, {'token': 'facebook', 'score': 0.021}, {'token': 'dell', 'score': 0.02}, {'token': 'disney', 'score': 0.017}, {'token': 'amazon', 'score': 0.008}, {'token': 'boeing', 'score': 0.008}, {'token': 'atari', 'score': 0.008}]","[{'token': 'sony', 'score': 0.3}, {'token': 'microsoft', 'score': 0.146}, {'token': 'disney', 'score': 0.075}, {'token': 'nintendo', 'score': 0.047}, {'token': 'sega', 'score': 0.034}, {'token': 'intel', 'score': 0.033}, {'token': 'ge', 'score': 0.033}, {'token': 'apple', 'score': 0.028}, {'token': 'samsung', 'score': 0.023}, {'token': 'ibm', 'score': 0.023}, {'token': 'hp', 'score': 0.013}, {'token': 'mca', 'score': 0.011}, {'token': 'atari', 'score': 0.009}, {'token': 'gibson', 'score': 0.008}, {'token': 'dell', 'score': 0.006}]","[{'token': '.', 'score': 0.892}, {'token': ';', 'score': 0.101}, {'token': '?', 'score': 0.003}, {'token': '|', 'score': 0.002}, {'token': '!', 'score': 0.001}, {'token': '।', 'score': 0.0}, {'token': 'ibm', 'score': 0.0}, {'token': 'sony', 'score': 0.0}, {'token': '##¦', 'score': 0.0}, {'token': '。', 'score': 0.0}, {'token': '॥', 'score': 0.0}, {'token': 'hp', 'score': 0.0}, {'token': '...', 'score': 0.0}, {'token': '[unk]', 'score': 0.0}, {'token': 'youtube', 'score': 0.0}]",
345,bbc,"[{'token': 'bbc', 'score': 0.846}, {'token': 'college', 'score': 0.022}, {'token': 'university', 'score': 0.019}, {'token': 'academy', 'score': 0.017}, {'token': 'school', 'score': 0.011}, {'token': 'institute', 'score': 0.008}, {'token': 'museum', 'score': 0.006}, {'token': 'nhs', 'score': 0.004}, {'token': 'abc', 'score': 0.003}, {'token': 'trust', 'score': 0.002}, {'token': 'guardian', 'score': 0.002}, {'token': 'foundation', 'score': 0.002}, {'token': 'beatles', 'score': 0.002}, {'token': 'hospital', 'score': 0.002}, {'token': 'met', 'score': 0.002}]",,,
346,bbc,"[{'token': 'bbc', 'score': 0.923}, {'token': 'station', 'score': 0.044}, {'token': 'abc', 'score': 0.005}, {'token': 'channel', 'score': 0.005}, {'token': 'network', 'score': 0.005}, {'token': 'stations', 'score': 0.002}, {'token': 'radio', 'score': 0.001}, {'token': 'company', 'score': 0.001}, {'token': 'itv', 'score': 0.001}, {'token': 'midlands', 'score': 0.001}, {'token': 'corporation', 'score': 0.0}, {'token': 'cbc', 'score': 0.0}, {'token': 'show', 'score': 0.0}, {'token': 'club', 'score': 0.0}, {'token': 'label', 'score': 0.0}]",,,
347,bbc,"[{'token': 'bbc', 'score': 0.748}, {'token': 'television', 'score': 0.143}, {'token': 'british', 'score': 0.077}, {'token': 'tv', 'score': 0.015}, {'token': 'pbs', 'score': 0.003}, {'token': 'radio', 'score': 0.002}, {'token': 'documentary', 'score': 0.002}, {'token': 'historical', 'score': 0.001}, {'token': 'canadian', 'score': 0.001}, {'token': 'factual', 'score': 0.001}, {'token': 'uk', 'score': 0.001}, {'token': 'german', 'score': 0.0}, {'token': 'itv', 'score': 0.0}, {'token': 'history', 'score': 0.0}, {'token': 'biographical', 'score': 0.0}]","[{'token': '1996', 'score': 0.101}, {'token': '1995', 'score': 0.087}, {'token': '1999', 'score': 0.05}, {'token': '2003', 'score': 0.044}, {'token': '1997', 'score': 0.044}, {'token': '1994', 'score': 0.043}, {'token': '2002', 'score': 0.038}, {'token': '1998', 'score': 0.036}, {'token': '1993', 'score': 0.035}, {'token': '2004', 'score': 0.033}, {'token': '2006', 'score': 0.031}, {'token': '1992', 'score': 0.028}, {'token': '2001', 'score': 0.024}, {'token': '1991', 'score': 0.024}, {'token': '2005', 'score': 0.023}]",,
348,bbc,"[{'token': 'guardian', 'score': 0.751}, {'token': 'independent', 'score': 0.086}, {'token': 'bbc', 'score': 0.068}, {'token': 'observer', 'score': 0.032}, {'token': 'times', 'score': 0.021}, {'token': 'sun', 'score': 0.015}, {'token': 'telegraph', 'score': 0.011}, {'token': 'economist', 'score': 0.002}, {'token': 'spectator', 'score': 0.002}, {'token': 'mirror', 'score': 0.002}, {'token': 'herald', 'score': 0.001}, {'token': 'standard', 'score': 0.0}, {'token': 'metro', 'score': 0.0}, {'token': 'nme', 'score': 0.0}, {'token': 'press', 'score': 0.0}]","[{'token': '.', 'score': 0.907}, {'token': ';', 'score': 0.037}, {'token': '|', 'score': 0.024}, {'token': '?', 'score': 0.01}, {'token': '!', 'score': 0.004}, {'token': 'times', 'score': 0.003}, {'token': 'bbc', 'score': 0.001}, {'token': 'guardian', 'score': 0.001}, {'token': 'source', 'score': 0.001}, {'token': 'website', 'score': 0.0}, {'token': 'independent', 'score': 0.0}, {'token': 'sun', 'score': 0.0}, {'token': 'press', 'score': 0.0}, {'token': 'age', 'score': 0.0}, {'token': 'atlantic', 'score': 0.0}]","[{'token': '.', 'score': 0.475}, {'token': 'guardian', 'score': 0.196}, {'token': 'bbc', 'score': 0.124}, {'token': 'times', 'score': 0.08}, {'token': 'independent', 'score': 0.025}, {'token': ';', 'score': 0.013}, {'token': '|', 'score': 0.01}, {'token': 'sun', 'score': 0.01}, {'token': 'observer', 'score': 0.009}, {'token': 'source', 'score': 0.005}, {'token': 'telegraph', 'score': 0.004}, {'token': 'economist', 'score': 0.003}, {'token': '?', 'score': 0.002}, {'token': 'press', 'score': 0.002}, {'token': 'mirror', 'score': 0.002}]","[{'token': '.', 'score': 0.79}, {'token': 'guardian', 'score': 0.056}, {'token': 'bbc', 'score': 0.035}, {'token': 'times', 'score': 0.034}, {'token': ';', 'score': 0.015}, {'token': '|', 'score': 0.012}, {'token': 'independent', 'score': 0.011}, {'token': '?', 'score': 0.005}, {'token': 'sun', 'score': 0.004}, {'token': 'source', 'score': 0.003}, {'token': 'observer', 'score': 0.003}, {'token': '!', 'score': 0.002}, {'token': 'telegraph', 'score': 0.001}, {'token': 'press', 'score': 0.001}, {'token': 'website', 'score': 0.001}]"
349,bbc,"[{'token': 'bbc', 'score': 0.82}, {'token': 'guardian', 'score': 0.12}, {'token': 'independent', 'score': 0.015}, {'token': 'sun', 'score': 0.01}, {'token': 'times', 'score': 0.008}, {'token': 'metro', 'score': 0.003}, {'token': 'observer', 'score': 0.003}, {'token': 'programme', 'score': 0.002}, {'token': 'news', 'score': 0.002}, {'token': 'telegraph', 'score': 0.001}, {'token': 'today', 'score': 0.001}, {'token': 'national', 'score': 0.001}, {'token': 'economist', 'score': 0.001}, {'token': 'rt', 'score': 0.001}, {'token': 'itv', 'score': 0.001}]",,,
