pred,obj_label,masked_sentence
IsA,spread,Jam is a [MASK] made from fruit.
IsA,fuel,Wax is a kind of [MASK].
IsA,career,Stylist is a [MASK].
IsA,word,One example of a neologism is the [MASK] glumsiness.
IsA,religeon,Christianity is a [MASK].
IsA,company,Factory is a type of [MASK].
IsA,swimsuit,A bikini is a type of [MASK].
IsA,flamable,Paper is [MASK].
IsA,furnitire,A couch is [MASK] used for naps.
IsA,animals,"To understand the event ""Lions killed the gazelle."", it is important to know that Gazelles are wild [MASK]."
IsA,food,Steak wrapped in  tortillas is a popular Mexican [MASK] called a fajita.
IsA,mammal,"An armadillo is a small, burrowing, armored [MASK]."
IsA,subject,Calculus is math [MASK].
IsA,drug,Psilocybin is a type of [MASK].
IsA,neckware,Scarves are [MASK].
IsA,bird,Grebe is a [MASK].
IsA,disc,Cd stands for compact [MASK].
IsA,antibiotic,Ciproflaocin is an [MASK].
IsA,cystoscope,A panendoscope is a [MASK].
IsA,data,Everything is [MASK].
IsA,vehicle,Canoe is a kind of [MASK].
IsA,container,A pail is a [MASK] with a handle.
IsA,food,Blueberries are [MASK].
IsA,material,Diamond is a [MASK].
IsA,animal,One wonderful [MASK] you might see is the gazelle.
IsA,building,A library is a [MASK] or room where many books are held and can be taken home or read on site.
IsA,escort,A date is an [MASK].
IsA,tools,Rakes are [MASK].
IsA,box,A carriage is a [MASK].
IsA,Council,[MASK] is a type of board.
IsA,bird,A nightingale is a kind of [MASK].
IsA,bird,A parakeet is kind of [MASK].
IsA,Muslim,Shia is a kind of [MASK].
IsA,shuffled,"The story ""Playing Cards"" has the step ""I [MASK] the deck""."
IsA,vegetables,"Similar [MASK] to potatoes are turnips, parsnips and carrots."
IsA,state,The Utah [MASK] tree is the blue spruce.
IsA,nut,Cashews are a kind of [MASK].
IsA,foodstuff,Cream is a [MASK] which you can taste.
IsA,machine,"Another way to say ""a car is a [MASK]"" is ""Cars are machines.""."
IsA,music,Jazz is form of [MASK].
IsA,activity,Canoeing is an [MASK] that may be performed while camping.
IsA,person,A surgeone is a [MASK].
IsA,place,Climbing a mountain is for having a good [MASK] to yoddle.
IsA,liquid,"To understand the event ""The boys shoveled the sidewalks this morning.  They came inside.  They had hot chocolate to drink at breakfast."", it is important to know that Hot chocolate is hot and [MASK]."
IsA,food,Something you might do while buying [MASK] is search the aisles looking for honey.
IsA,device,A pully is a [MASK] which may require maintenance.
IsA,diuretics,Thiazides are [MASK].
IsA,priest,Canon is a type of catholic [MASK].
IsA,carnivores,Lions are [MASK].
IsA,device,"A firebomb is a [MASK] for causing an explosion and fire, intended to destroy or damage objects or people where it explodes."
IsA,number,A dice displays a random [MASK] from 1 to 6.
IsA,accomodation,An apartment is a type of [MASK].
IsA,country,"The statement ""Sweeden is a [MASK]."" is true because because Sweden has its own government and flag."
IsA,machine,A metronome is a [MASK] that gives a very precise beat.
IsA,drug,A diuretic  is a [MASK] that increases output of urine.
IsA,instrument,An [MASK] triangle is for playing in a orchestra.
IsA,food,"To understand the event ""Bob ate a slice of pizza."", it is important to know that ""Ate"" means that Bob has completed the initial act of taking in this particular [MASK]."
IsA,dish,A wok is a [MASK].
IsA,peninsula,Taman is a [MASK].
IsA,object,Sphere has round [MASK].
IsA,religion,Kinds of [MASK] : taoism.
IsA,language,COBOL is a [MASK].
IsA,flatbread,Hono is a type of [MASK].
IsA,Sex,[MASK] is copulation.
IsA,music,Rock [MASK] has lasted longer than the old folk wanted it to .
IsA,place,Bar is meeting [MASK].
IsA,worlds,Planets are [MASK].
IsA,person,Henry is a [MASK].
IsA,shape,"The [MASK] of a mirror can be oval, square, round or rectangle."
IsA,sphere,"Another way to say ""The Earth is not a perfect [MASK]."" is ""the third planet from the sun is not round""."
IsA,name,Fred is a [MASK].
IsA,essence,Hypostasis is a kind of [MASK].
IsA,thing,Dew is a [MASK].
IsA,tiny,The world is [MASK] compared to the universe.
IsA,suffix,Er is a [MASK].
IsA,garment,A shirt is a [MASK] worn on the upper torso.
IsA,commonly,Situation: vegemite is a vegetable yeast spread people [MASK] use on bread or crackers.
IsA,sport,Archery is [MASK].
IsA,pigment,Titanium is a [MASK].
IsA,planet,The fourth [MASK] in the solar system is Mars.
IsA,communication,Advertising is [MASK] used for commercial purposes.
IsA,shape,Star is a type of [MASK].
IsA,sport,Bowling is a competitive [MASK].
IsA,medicines,MAOIs are [MASK] used to treat depression.
IsA,problem,A chess [MASK] is a puzzle using chess pieces on a chess board.
IsA,flatbread,Barbari is a type of [MASK].
IsA,frequentlly,Examples are [MASK] used to teach.
IsA,animals,"To understand the event ""Brian likes [MASK].  Brian has a turtle as a pet."", it is important to know that regular pets are cats and dogs."
IsA,bird,Cockatiel is a [MASK].
IsA,best,Champagne is [MASK] served cold.
IsA,organization,Government is a type of ruling [MASK].
IsA,Play,[MASK] is a type of musical.
IsA,disease,The common cold is a viral [MASK] .
IsA,drugs,Benzodiazepines are a kind of psychoactive [MASK].
IsA,promise,Marrage is a [MASK].
IsA,drug,A soporific is any [MASK] that induces sleep.
IsA,royalyty,A king is [MASK].
IsA,Vessel,[MASK] is a type of vein artery.
IsA,examination,Having a checkup requires an [MASK] table.
IsA,country,Lebanon is a [MASK].
IsA,fuel,Alcohol is a [MASK].
IsA,crunchy,Nuts are [MASK].
IsA,people,"Situation: Some [MASK] are truly ""living angels.""."
IsA,organism,Eukaryoyte is a kind of [MASK].
IsA,gas,Hydrogen [MASK] is so light that uncombined Hydrogen will gain enough velocity from collisions with other gases that they will quickly be ejected from the atmosphere.  .
IsA,horse,Moses is a [MASK]. He comes to the gate and whinnies when he sees people. People often give him carrots.
IsA,forewarning,A premonition is a [MASK].
IsA,border,A fence can [MASK] property.
IsA,biosphere,The world is a [MASK].
IsA,machine,A scale is a [MASK].
IsA,liquid,"Benzene is a colorless, highly explosive, [MASK] that is regularly used in the production of rubber, plastics, pesticides, gasoline, and various other products."
IsA,vegetable,Jicama is a [MASK].
IsA,weekday,Wednesday is a [MASK].
IsA,bird,The Massachusetts state [MASK] is the chickadee.
IsA,fractal,Snowflakes are [MASK].
IsA,recipe,A formula is a kind of  [MASK].
IsA,witches,Some pagans are [MASK].
IsA,equines,Donkeys are [MASK].
IsA,ozone,O3 is [MASK].
IsA,Burger,Dave went to [MASK] King and bought a hamburger.
IsA,file,A window is a [MASK] that is opened.
IsA,brand,Sony is a kind of [MASK].
IsA,theory,Objectivism is a [MASK] proposed by Ayn Rand.
IsA,superhero,Batman is a kind of [MASK].
IsA,Game,[MASK] is a type of sport match.
IsA,symptom,Death is a [MASK].
IsA,comedian,"To understand the event ""Martin is a [MASK]."", it is important to know that Funny things are things that often make people laugh."
IsA,hobby,Sewing is often a [MASK].
IsA,grandparent,A male [MASK] is a grandfather.
IsA,substance,A thing is a [MASK].
IsA,commonly,A bookshelf is [MASK] found in a library.
IsA,factories,Some buildiings are [MASK].
IsA,device,A laser is a [MASK] which creates coherent light.
IsA,manmade,Computers are [MASK].
IsA,desire,An urge is the strong [MASK] of something.
IsA,virtue,Truth is a [MASK].
IsA,subject,Geometry is a [MASK] studied in school.
IsA,tool,A hacksaw is a type of [MASK].
IsA,monopoly,Linux has the effect of challenging the Microsoft [MASK].
IsA,organization,Corporation is a type of business [MASK].
IsA,gas,Butane is a kind of [MASK].
IsA,insect,A housefly is a [MASK].
IsA,computer,IBM is a type of [MASK].
IsA,stupids,Humans are [MASK].
IsA,constant,Time is a type of [MASK].
IsA,plant,Ginseng is a [MASK].
IsA,country,Moldavia is a kind of [MASK].
IsA,plant,Rhododendron is a [MASK].
IsA,radiation,Sunbeams can contain ultraviolet [MASK].
IsA,area,A window is an [MASK] that displays information on a desktop.
IsA,combustion,"To understand the event ""Mary lit a candle."", it is important to know that [MASK] creates fire."
IsA,instrument,A recorder is a [MASK].
IsA,crop,Cotton is a type of picking [MASK].
IsA,sensation,Pressure is a kind of [MASK].
IsA,vegetable,Corn is a type of [MASK] yellow.
IsA,annuals,Some flowers are [MASK].
IsA,disaster,A bushfire is a [MASK].
IsA,animals,Ostriches are [MASK].
IsA,condiment,Pepper is a type of [MASK].
IsA,artifact,A ship is an [MASK].
IsA,weapon,Caltrops are an [MASK].
IsA,object,A wheel is a [MASK].
IsA,animals,"Swamps are full of all types of [MASK], including snakes."
IsA,infinity,Ω is a kind of [MASK].
IsA,person,An actress is a kind of [MASK].
IsA,falcon,A peregrine is a type of [MASK].
IsA,object,A shoelace is a kind of [MASK].
IsA,state,A nickname for Idaho is Gem [MASK].
IsA,monotheistic,Some religions are [MASK].
IsA,religion,Buddhism is the [MASK] founded by the Buddha.
IsA,pigment,Hemoglobin is a [MASK].
IsA,plastic,Polyethylene is a [MASK].
IsA,fruit,"The statement ""Watermelon is a delicious, red [MASK] with a thick green rind"" is true because Because water's heat capacity is large, it doesn't change temperature much upon absorbing large amounts of heat energy  ."
IsA,country,Mongolia is a [MASK] located in Asia.
IsA,barrier,Door is a type of [MASK].
IsA,refuse,You are likely to find [MASK] in a garbage can.
IsA,containers,Dishes are [MASK] which hold cooked food.
IsA,company,Motorola is a [MASK].
IsA,discs,Saucers are [MASK].
IsA,fight,[MASK] is a type of row.
IsA,person,The Pope is a kind of a [MASK].
IsA,bathroom,"Some people use the words ""[MASK]"" and ""restroom"" as synonyms."
IsA,college,MIT is a kind of [MASK].
IsA,commodities,Textiles are [MASK].
IsA,weapon,Cannon is a type of [MASK].
IsA,horn,Trumpet is [MASK] instrument.
IsA,astronomer,Kepler was an [MASK].
IsA,state,Mississippi is both a river and a [MASK].
IsA,computer,You are likely to find a document folder in the desktop of a [MASK].
IsA,car,[MASK] is related to bus.
IsA,dwelling,Castle is a type of [MASK].
IsA,person,An illegal alien is a kind of [MASK].
IsA,device,A thermometer is a [MASK] used to measure temperature.
IsA,time,Week is a type of [MASK] unit.
IsA,decoys,People can hunt ducks with [MASK].
IsA,book,Novel is a type of [MASK].
IsA,house,"To understand the event ""Susan cleaned her room."", it is important to know that a room is a part of a flat or a [MASK]."
IsA,math,Topology is a kind of [MASK].
IsA,bird,Bulbul is a [MASK].
IsA,furniture,Similarity between a display cabinet and a stool: both are items of [MASK].
IsA,also,Manatees are [MASK] called sea cows.
IsA,person,Champion is a type of winning [MASK].
IsA,stone,A meteorite is a [MASK] that comes from outer space.
IsA,firefighter,"In the event ""Colby's Dad was a fireman.  Colby wanted to grow up to be just like him."", something that changed was Colby probably mentally rehearsed being a [MASK]. ."
IsA,beverage,Pepsi is a [MASK].
IsA,rount,The world is [MASK].
IsA,abnormal,A pathology is something [MASK].
IsA,flamable,Turpentine is [MASK].
IsA,art,Acting is an [MASK].
IsA,secrets,Passwords are [MASK].
IsA,medium,Language is communication [MASK].
IsA,behaviour,Procrastination is a type of [MASK].
IsA,president,Bush is american [MASK].
IsA,human,"Another way to say ""a person wants to go on a nice vacation."" is ""nice vacations are desirable to [MASK] beings""."
IsA,on,"The fact ""Something you find at the MIT Media Lab is chairs"" is illustrated with the story:1. Zak went to the MIT Media Lab2. Zak wanted to sit down3. Zak sat [MASK] a chair that was there."
IsA,stone,Agate is a precious [MASK].
IsA,persons,"To understand the event ""It is Tim's birthday.  Tim received many presents."", it is important to know that People give presents to the [MASK] they love."
IsA,honda,[MASK] accord is a popular type of cars.
IsA,aeroplane,A bomber is a type of [MASK].
IsA,stable,LINUX is [MASK].
IsA,device,A telescope is a optical [MASK] that makes faraway objects appear closer and larger.
IsA,politicians,Ministers are [MASK].
IsA,island,Bahrain is an [MASK] in the persian gulf.
IsA,exercising,"To understand the event ""Colby was seven years old.  Colby pretended he had big muscles."", it is important to know that people get larger than average muscles by [MASK] them."
IsA,building,A [MASK] is for shelter from the elements.
IsA,stick,A batten is a [MASK] that is put into a sail.
IsA,book,A catalog is a kind of [MASK].
IsA,human,"Perl is a scripting language, with which you can teach the computer to do anything that a [MASK] can do.  This frees the humans from the boring, repetitive tasks, allowing them to focus on creative work.  But your manager doesn't want you to be creative, because he wants to fuck your coworker and is afraid of your relationship with her, even though you're both engaged to be married to different people -- you have a great WORKING relationship, and he wants to destroy that because he's a virgin.  Or bisexual.  Or jealous of (both of) your higher intelligence."
IsA,substances,Drugs are [MASK] used in the treatment of illness.
IsA,abbreviation,An aconym is an [MASK] using the first letter of each abbriviated words.
IsA,element,Fire is a type of old [MASK].
IsA,figure,A parallelogram is a type of geometric [MASK].
IsA,continent,[MASK] is related to eurasia.
IsA,place,"The statement ""You are likely to find a swamp in florida"" is true because Most of Florida is not far above sea level, and the water has no [MASK] to drain off to."
IsA,being,"Situation: Whenyou hear a story in qhich one person is a victim and the other is a villain, you're [MASK] invited into a triangle."
IsA,bird,A ostrich is a [MASK] that doesn't fly.
IsA,body,A mummy is a preserved dead [MASK].
IsA,information,Memories are [MASK].
IsA,salesman,A telemarketer is a [MASK].
IsA,spice,Salt is a type of [MASK].
IsA,mammals,Anteaters are [MASK].
IsA,bipedal,Humans have evolved to be [MASK] .
IsA,issue,Genocide is a type of [MASK].
IsA,halogen,Fluorine is a [MASK].
IsA,stone,Alabaster is a [MASK].
IsA,warplane,Picture description: A large [MASK]. Looks like a US bomber.
IsA,element,Uranium is the heaviest [MASK] found in more than trace amounts in nature.
IsA,experience,You would lose consciousness because you want to not [MASK] something painful.
IsA,whale,A beluga is a type of [MASK].
IsA,sailboat,Yacht is a type of fancy [MASK].
IsA,animal,An orca is an [MASK].
IsA,caverns,Sinkholes are [MASK].
IsA,religious,"The statement ""muslim people celebrate ramadan"" helps answer the question ""What [MASK] holidays do Muslims observe?""."
IsA,valve,A faucet is for operating a water [MASK].
IsA,animals,Lizards are small [MASK].
IsA,cars,[MASK] in which the roof can be opened and closed are called convertibles.
IsA,light,Laser is a type of [MASK].
IsA,plant,Holmstrup arborvitae is a [MASK].
IsA,hobby,Jogging is a [MASK].
IsA,tradesman,A brickmason is a type of [MASK].
IsA,wore,A sweater is something you [MASK].
IsA,one,Rio de Janeiro is [MASK] of the brazilian states.
IsA,plants,Lilacs are [MASK].
IsA,omnivorous,Pigs are [MASK].
IsA,sexually,A necrophiliac is [MASK] aroused by dead bodies.
IsA,human,The Iraqi [MASK] rights minister complained about prisoner mistreatment to an Australian lawyer.
IsA,pictures,"The statement ""A camera can take [MASK]."" is true because Cameras record still images."
IsA,decision,"If before you bring in a verdict you are deliberating, then afterwards you have mad a [MASK]."
IsA,appliance,[MASK] is oven blender.
IsA,wheel,[MASK] is car tire.
IsA,pansies,The british are [MASK].
IsA,pokémon,Jigglypuff is a kind of [MASK].
IsA,chemical,"PNA is peptide nucleic acid, a [MASK] similar to DNA or RNA but differing in the composition of its ""backbone"" ."
IsA,liars,Some people are very good at being [MASK].
IsA,rule,A curfew is a type of [MASK].
IsA,flower,Iris is a type of spring [MASK].
IsA,years,Century is a type of [MASK] is.
IsA,food,Slug is a kind of [MASK].
IsA,conductor,Brass is a [MASK].
IsA,horse,A chesterfield is a [MASK].
IsA,commode,A toilet is a kind of [MASK].
IsA,opening,A bridge arch has an [MASK] under it.
IsA,vasodilator,Nitroglycerin is a [MASK].
IsA,container,A decanter is a [MASK].
IsA,unsanitary,Some toilets are [MASK].
IsA,dog,Groenendael is a [MASK].
IsA,lobbyist,Jose is a [MASK].
IsA,instrument,"The statement ""Bob Dylan plays the guitar"" helps answer the question ""What [MASK] does Bob Dylan play?""."
IsA,amphibians,Frogs and toads are [MASK].
IsA,ceremony,[MASK] is ancient ritual.
IsA,building,"To understand the event ""Pat is a teacher.  Pat works in a school [MASK]."", it is important to know that pat got good education."
IsA,instrument,A bronchoscope is an [MASK] used in hospitals.
IsA,flatbread,Hardtack is a type of [MASK].
IsA,tubers,Some vegetables are [MASK].
IsA,corporation,Microsoft is a greedy [MASK] that sells shoddy products.
IsA,fish,A dolphin is a kind of [MASK].
IsA,food,A pickle is a kind of [MASK].
IsA,feeling,Sometimes diminishing your own hunger causes a satiated [MASK].
IsA,element,A helium baloon floats because helium is an [MASK] that's lighter than air.
IsA,bugs,Lice has [MASK] nits.
IsA,plant,Bamboo is a [MASK].
IsA,country,"Another way to say ""In Japan, people speak Japanese"" is ""language names are taken from the [MASK]""."
IsA,documents,Newspapers are [MASK].
IsA,fruit,A fig is a [MASK].
IsA,phone,Cellphone is a kind of [MASK].
IsA,gasoline,Oil is related to petrol [MASK].
IsA,city,Harare is a [MASK] in Zimbabwe.
IsA,circles,Dishes are [MASK].
IsA,process,Infinitesimal is a [MASK].
IsA,swamps,Some ponds are [MASK].
IsA,medicine,Penicillin is a type of [MASK].
IsA,jprime,Ford is [MASK].
IsA,passageway,Door is wall [MASK].
IsA,ball,"To understand the event ""Joe broke his hockey stick."", it is important to know that Joe was probably using it to hit a [MASK] or puck."
IsA,tool,A planer is a type of [MASK].
IsA,generally,A carnival is [MASK] viewed as fun.
IsA,company,Toyota are a [MASK] that makes cars.
IsA,dish,A teacup is a [MASK].
IsA,pediatrician,Janice was a [MASK].
IsA,energy,Sunlight can be converted into [MASK].
IsA,adjective,Hot is an [MASK].
IsA,insects,"To understand the event ""The catepillar turned into a butterfly."", it is important to know that Caterpillars and Butterflies are [MASK]."
IsA,opinion,Bigotry is a type of [MASK].
IsA,medicine,Tylenol is a kind of [MASK].
IsA,figure,A cube  is a three dimensional geometrical [MASK] with six equal square sides .
IsA,canine,A dachshund is a [MASK].
IsA,flirtacious,Winking is [MASK].
IsA,name,Reefer is a nother [MASK] for herb.
IsA,animal,Pinguin is a [MASK].
IsA,image,A tatoo is an [MASK] imbedded into the skin.
IsA,oten,A ballon is [MASK] made of latex.
IsA,disease,Genital herpes is an unpleasant [MASK] that is painful and highly contagious when active.
IsA,programmer,Hacker is a kind of [MASK].
IsA,insects,"The statement ""Ladybugs are good [MASK] for a garden"" helps answer the question ""What is an example of a good insect?""."
IsA,tradesman,A roofer is a type of [MASK].
IsA,arachnid,Spider is a type of [MASK].
IsA,island,Australia is a kind of [MASK].
IsA,element,Xenon is an [MASK].
IsA,fruit,"Chutneys are usually made of [MASK], onions, and raisins simmered with vinegar, brown sugar and spices."
IsA,animal,Lynx is another [MASK].
IsA,mammals,Sheep are [MASK] .
IsA,occupation,Architecture is a kind of [MASK].
IsA,endoscope,One [MASK] is a proctoscope.
IsA,commodity,Information is a [MASK].
IsA,clomipramine,"In a matter of weeks, Anafranil ([MASK]), Prozac (Fluoxetine) and other antidepressants may cut down on obsessions and compulsions that have endured for years."
IsA,company,Nokia is a Finnish [MASK].
IsA,drug,Codeine is a type of [MASK].
IsA,all,Situation: We [MASK] spun around to see Keith wearing the rabbit's guts like a necklace.
IsA,product,Newspapers are a [MASK] that can be recycled.
IsA,activity,Reading fiction is a favorite [MASK] of millions of people.
IsA,state,Illinois is a kind of [MASK].
IsA,radio,A Walkman is a type of [MASK].
IsA,plants,Picture description: The animal on the left is a cat.  The [MASK] on the right are roses.
IsA,vodka,Absolut is a kind of [MASK].
IsA,journey,Adventure has a [MASK].
IsA,plant,Densiformis yew is a [MASK].
IsA,activity,An [MASK] someone can do is roller skating.
IsA,surgery,A celiotomy is any [MASK] that opens up the abdomen.
IsA,weapons,[MASK] can be automatic or manual.
IsA,boundaries,Fences are [MASK].
IsA,people,Surgeons are [MASK].
IsA,restaurant,KFC is a [MASK].
IsA,food,You can use a vegetable garden to suppliment your [MASK] supply.
IsA,vegetables,Rutabagas are [MASK].
IsA,game,Badminton is a fun [MASK].
IsA,typeface,Helvetica is a [MASK].
IsA,bird,A pelican is a kind of [MASK].
IsA,tradesman,A carpenter is a type of [MASK].
IsA,guardian,A parent is a kind of [MASK].
IsA,band,"The ""Cranberries"" are a [MASK]."
IsA,place,"When you plant a lot of flowers in one [MASK], the soil you use is the flower bed."
IsA,guides,Laws are [MASK].
IsA,parts,Reports are the [MASK] that make up the news.
IsA,achievement,Striving is [MASK].
IsA,skill,Spelling is an important [MASK] to learn in elementary school .
IsA,subordinates,Some scientists are [MASK].
IsA,operation,An abortion is a kind of [MASK].
IsA,office,"To understand the event ""John ran for President."", it is important to know that candidates run for [MASK]."
IsA,mystery,Live is [MASK].
IsA,plant,Pine is a [MASK].
IsA,game,You would play frisbee because its a [MASK] of skill while being a calming experience.
IsA,archangel,Lucifer was an [MASK].
IsA,biped,Human is [MASK].
IsA,team,A baseball [MASK] in Texas is called the Rangers.
IsA,weekday,Thursday is a [MASK].
IsA,country,Croatia is a kind of [MASK].
IsA,food,"Cheese usually means a wholesome article of [MASK], made from the curd of milk coagulated by rennet, separated from the whey, and pressed into a solid mass."
IsA,celebration,A ball is a kind of [MASK].
IsA,turn,[MASK] is a type of twist spin.
IsA,diary,Blog is a type of [MASK].
IsA,illusion,The horizon is an [MASK].
IsA,sodomised,A detainee was [MASK].
IsA,school,IMSA is a kind of [MASK].
IsA,pests,Flys are [MASK].
IsA,tool,A letter opener is a convenient [MASK] used for opening letters.
IsA,what,Curiosity is [MASK] george.
IsA,mob,Spirit is [MASK].
IsA,acolor,Red is [MASK].
IsA,chordophone,Guitar is a kind of [MASK].
IsA,crime,To kill a person is to commit a [MASK].
IsA,city,Toronto is a [MASK] in Ontario.
IsA,country,Saddam is the first name of the leader of the [MASK] of iran.
IsA,form,An arch is a [MASK] that can carry heavy loads.
IsA,organism,"The statement ""A virus is a reproducing [MASK]."" is true because Viruses can multiply in number."
IsA,measurement,Ohm is a type of unit of [MASK].
IsA,disease,OCD is a [MASK].
IsA,watertight,Buckets are [MASK].
IsA,only,"The statement ""You are likely to find giraffes in Africa"" is true because Gifaffes [MASK] live on the African continent."
IsA,violence,Torture is a kind of [MASK].
IsA,firestick,A fireboard is a kind of [MASK].
IsA,opera,Rusalka is an [MASK] written by Dvorak.
IsA,university,"The statement ""MIT is the best place for IA"" helps answer the question ""What is a good [MASK]?""."
IsA,state,California is a [MASK].
IsA,place,You can use a kitchen table to [MASK] a centerpiece.
IsA,virtue,Dependability is a [MASK].
IsA,action,A hug is a kind of [MASK].
IsA,ductile,Metal is [MASK].
IsA,device,An automaton is a [MASK] that can make simple decisions.
IsA,normally,"Another way to say ""Something you find inside is a carpet"" is ""Carpets are [MASK] found inside.""."
IsA,instrument,A saxiphone is an [MASK].
IsA,inflatable,Some tires are [MASK].
IsA,veterinarians,People who like animals sometimes become [MASK].
IsA,geologists,Some people are [MASK].
IsA,everything,The world is [MASK].
IsA,resource,The commons is a [MASK] that belongs to everyone.
IsA,animal,Crustacean is a type of [MASK].
IsA,prison,A jail is the smaller version of a [MASK].
IsA,container,Jar is a type of glass [MASK].
IsA,ecosystem,A forest is an [MASK].
IsA,marijuanna,Indica is a type of [MASK].
IsA,teacher,German is a [MASK]. He teach at the university.
IsA,commitment,Mariage is a good and strong [MASK].
IsA,ideal,GNH is an [MASK].
IsA,plentifull,Sand is [MASK].
IsA,passtime,Baseball is a [MASK].
IsA,drink,A screwdriver is a [MASK] with vodka and O.J.
IsA,sailorman,Popeye is a [MASK].
IsA,relegion,Islam is a [MASK].
IsA,people,Partygoers are [MASK].
IsA,clock,Time is related to [MASK] watch.
IsA,internetsite,Majdaj.de is a [MASK].
IsA,pet,Rabbit is [MASK].
IsA,animals,Penguins are small cute [MASK].
IsA,cell,Nerve is a type of biological [MASK].
IsA,celebration,Birthday is birth [MASK].
IsA,plants,The closed herblands and grasslands are dominated by non-woody [MASK] or herbs.
IsA,nut,A filbert is a [MASK].
IsA,emotion,Shame is a kind of [MASK].
IsA,action,Sneeze is reflex [MASK].
IsA,chemical,Silica is a [MASK].
IsA,tasty,Corn chowder is a [MASK] treat.
IsA,dating,Courting is [MASK].
IsA,ball,A tennisball is a kind of [MASK].
IsA,lies,"Another way to say ""some advertisments are [MASK]"" is ""Many advertisements of products or services are exaggerated and not true.""."
IsA,tool,Vise is [MASK].
IsA,buildings,Palaces are [MASK].
IsA,symptom,Nausea is a kind of [MASK].
IsA,food,Turkey is a [MASK] served at celebrations.
IsA,dog,"The story ""Remembering"" has the step ""Bob remembered he had a [MASK]""."
IsA,food,Gnocchi is a kind of [MASK].
IsA,color,Indigo is a [MASK].
IsA,game,A rabbit is [MASK].
IsA,tools,Computers and prefixes are both [MASK].
IsA,treatment,A shot is a kind of [MASK].
IsA,fuel,Propane is a kind of [MASK].
IsA,herb,Oil of thyme is extracted from the [MASK].
IsA,institution,College is a type of learning [MASK].
IsA,country,Austria is a [MASK] in central Europe.
IsA,organ,Tail is the [MASK] which helps balancing the body.
IsA,coercion,Slavery is [MASK].
IsA,tool,A triangle is a kind of [MASK].
IsA,candy,PayDay is a kind of [MASK].
IsA,spicey,You would eat a curry because you fancy somthing [MASK].
IsA,carnivores,Felines are [MASK].
IsA,boat,A conoe is a type of [MASK].
IsA,card,Mastercard is a credit [MASK] company.
IsA,metal,Pewter is a kind of [MASK].
IsA,insects,Wasps are [MASK].
IsA,machines,Computors are [MASK].
IsA,gas,Helium is a [MASK].
IsA,opiate,Morphine is an [MASK].
IsA,forever,A diamond can last [MASK].
IsA,beverage,Tea is a [MASK].
IsA,aphrodisiac,Music is a [MASK].
IsA,defecation,Dog poop is the [MASK] of a dog.
IsA,fluid,Gasoline is a [MASK].
IsA,group,A system is a [MASK].
IsA,place,"The story ""Going To Another [MASK] In The Same City Cheaply"" has the step ""Wait for the bus to arrive.""."
IsA,place,"To understand the event ""Marek loves to drink good beer.  Marek drank an excellent ale at the Brew Pub."", it is important to know that A bar is a [MASK] to purchase beer."
IsA,screens,LCD is a type of [MASK].
IsA,color,Blue is related to ocean [MASK].
IsA,doctors,"To understand the event ""John has a cavity.  John visits the dentist."", it is important to know that Dentists are teeth [MASK]."
IsA,tool,A catheter is a [MASK] used in medicine.
IsA,hallucinogen,LSD is a [MASK].
IsA,placebo,Water is a [MASK].
IsA,artist,Michaelangelo was an [MASK].
IsA,sensation,Hunger is a [MASK].
IsA,medicine,Something you find in a [MASK] chest is an antiseptic.
IsA,projectile,A snowball is a type of [MASK].
IsA,star,Betelgeux is a [MASK].
IsA,commonly,Meat is [MASK] eaten with a sauce.
IsA,preacher,Nietzsche was a [MASK].
IsA,cooking,"Another way to say ""gene is [MASK]"" is ""Gene is frying, baking, broiling, brazing, roasting and stewing up a storm in the kitchen.""."
IsA,artifact,An aeroplane is an [MASK].
IsA,place,Hull is a [MASK].
IsA,flatbread,Arepa is a type of [MASK].
IsA,hole,A nostril is a [MASK].
IsA,sport,Volleyball is another kind of [MASK].
IsA,place,Desert is a [MASK].
IsA,photograph,Kallitype is a kind of [MASK].
IsA,name,Experience is the [MASK] that we give our mistakes.
IsA,organ,The brain is the most complex [MASK] in many animals.
IsA,spice,Turmeric is a [MASK].
IsA,psychosurgery,Lobotomy is a kind of [MASK].
IsA,rock,"Capital Reef is a national park in Utah with colored sedimentary [MASK] formations in high, narrow gorges."
IsA,country,"To understand the event ""Paul realised that Mark had returned from Germany."", it is important to know that Mark returned to another [MASK]."
IsA,university,Vanderbilt is a [MASK].
IsA,caution,Precaution is a type of [MASK] with.
IsA,sleeping,Bluebird is [MASK].
IsA,movie,Toothless is a [MASK].
IsA,number,Twelve is a [MASK].
IsA,weapon,"A knife is a metal blade for cutting or as a [MASK], with usually one long sharp edge fixed in a handle."
IsA,school,University is a type of [MASK].
IsA,embarassing,Acne is [MASK].
IsA,course,"The statement ""receiving a degree requires attendance of a degrees [MASK]"" is true because attending class where professor teaches you and test your knowledge on the understanding of the subject."
IsA,school,UCLA is a kind of [MASK].
IsA,instrument,A dioptometer is an [MASK] used to measure eye refraction.
IsA,usefull,The alphabet is [MASK].
IsA,car,"Things that are often found together are: glass, wheels, [MASK], audi, road."
IsA,poem,ALL AND ALL LIFES JUST A [MASK] AS GOD SITS AND SPINS A COIN WILL STOP ON RIGHT OR WRONG AS I SIT AND WRIGHT THIS SONG  ALL AND ALL I SEE THEM FIGHT DARKNESS SAYING DAM THA LIGHT. .
