obj_label,masked_sentence,masked_sentence_roberta
philadelphia,"He was born and raised in [MASK], Pennsylvania .","He was born and raised in <mask>, Pennsylvania ."
middlesex,"Nathaniel Culverwell (1619-1651), alternative spellings Nathanael or Culverwell) was an English author and theologian, born in [MASK] .","Nathaniel Culverwell (1619-1651), alternative spellings Nathanael or Culverwell) was an English author and theologian, born in <mask> ."
california,"John Friedrich (b. March 15, 1958, [MASK]) is an American film actor .","John Friedrich (b. March 15, 1958, <mask>) is an American film actor ."
geneva,"Jean Trembley (1749 - September 18, 1811), born at [MASK], contributed to the development of differential equations, finite differences, and the calculus of probabilities .","Jean Trembley (1749 - September 18, 1811), born at <mask>, contributed to the development of differential equations, finite differences, and the calculus of probabilities ."
naples,"Born in [MASK] around 1650, Simonelli was one of the most important painters of the school of Luca Giordano .","Born in <mask> around 1650, Simonelli was one of the most important painters of the school of Luca Giordano ."
richmond,"He was born in 1773 in [MASK], Virginia, to Scottish apothocary Ludovic Warrock and Molly Bransford .","He was born in 1773 in <mask>, Virginia, to Scottish apothocary Ludovic Warrock and Molly Bransford ."
bihar,"Shri Dhyanyogi Madhusudandas was an Indian saint born in [MASK], India .","Shri Dhyanyogi Madhusudandas was an Indian saint born in <mask>, India ."
lebanon,"Hiba Daniel, born in [MASK], is a Swedish-Palestinian journalist, working for Swedish Radio .","Hiba Daniel, born in <mask>, is a Swedish-Palestinian journalist, working for Swedish Radio ."
moscow,"Jacob Murey (born 2 August 1941, [MASK]) is a Russian-born Israeli chess grandmaster .","Jacob Murey (born 2 August 1941, <mask>) is a Russian-born Israeli chess grandmaster ."
amsterdam,"Emmy Verhey (born 13 March 1949, [MASK]) is a Dutch violinist .","Emmy Verhey (born 13 March 1949, <mask>) is a Dutch violinist ."
paris,"Alain Ehrenberg, born in [MASK] in 1950, is a French sociologist .","Alain Ehrenberg, born in <mask> in 1950, is a French sociologist ."
zagreb,Aleksandra Romanic was born 1958 in [MASK] into a family of musicians .,Aleksandra Romanic was born 1958 in <mask> into a family of musicians .
india,"Gayathri Mudigonda (born September 3, 1983, in [MASK]) is a Swedish actress .","Gayathri Mudigonda (born September 3, 1983, in <mask>) is a Swedish actress ."
rochester,"Robert E Wright (b. 1969 in [MASK], N.Y.) is a business, economic, financial, and monetary historian and the inaugural Rudy and Marilyn Nef Family Chair of Political Economy at Augustana College in Sioux Falls, South Dakota .","Robert E Wright (b. 1969 in <mask>, N.Y.) is a business, economic, financial, and monetary historian and the inaugural Rudy and Marilyn Nef Family Chair of Political Economy at Augustana College in Sioux Falls, South Dakota ."
albania,"Olympia Tsika was a talented singer who had emigrated to the United States from the very same town (Dardha) in [MASK], where Nassi was born and spent his first six years .","Olympia Tsika was a talented singer who had emigrated to the United States from the very same town (Dardha) in <mask>, where Nassi was born and spent his first six years ."
amsterdam,"Emanuel Brouwer (August 25, 1881, in [MASK] -- July 6, 1954, in Huizen) was a Dutch gymnast who competed in the 1908 Summer Olympics .","Emanuel Brouwer (August 25, 1881, in <mask> -- July 6, 1954, in Huizen) was a Dutch gymnast who competed in the 1908 Summer Olympics ."
baghdad,"Tariq Hashim is an Iraqi filmmaker who was born in [MASK], 1960 .","Tariq Hashim is an Iraqi filmmaker who was born in <mask>, 1960 ."
bangalore,"Born in [MASK], India 26 March 1929, India, Lake received a Jesuit education at St Xavier's School in Calcutta (1940--44) .","Born in <mask>, India 26 March 1929, India, Lake received a Jesuit education at St Xavier's School in Calcutta (1940--44) ."
windsor,"The son of Ellsworth and Laura (Wolcott) Mather, he was born in [MASK], Connecticut .","The son of Ellsworth and Laura (Wolcott) Mather, he was born in <mask>, Connecticut ."
milwaukee,"Tim Davis (born November 29, 1943, [MASK]; died September 20, 1988) was a drummer, singer and songwriter, most notable as a co-founder of The Steve Miller Band .","Tim Davis (born November 29, 1943, <mask>; died September 20, 1988) was a drummer, singer and songwriter, most notable as a co-founder of The Steve Miller Band ."
swansea,"Born in [MASK], Griffiths earned a scholarship to Oxford University with the highest entry results in Wales .","Born in <mask>, Griffiths earned a scholarship to Oxford University with the highest entry results in Wales ."
brooklyn,"Edward Raymond Neaher (b. May 2, 1912, [MASK], NY, d April 19, 1994, Chevy Chase, MD) was a federal judge for the United States District Court for the Eastern District of New York .","Edward Raymond Neaher (b. May 2, 1912, <mask>, NY, d April 19, 1994, Chevy Chase, MD) was a federal judge for the United States District Court for the Eastern District of New York ."
vienna,"In 2004, he published his memoirs, The Odyssey of John Chillag, a Hungarian Jew Born in [MASK] 2006: From Gyor in Hungary to Australia and England Via Auschwitz and Buchenwald .","In 2004, he published his memoirs, The Odyssey of John Chillag, a Hungarian Jew Born in <mask> 2006: From Gyor in Hungary to Australia and England Via Auschwitz and Buchenwald ."
cincinnati,"Rich Meyer is a musician and author born May 13, 1972 in [MASK], OH and raised in Hockessin, DE who currently resides in Brooklyn, NY .","Rich Meyer is a musician and author born May 13, 1972 in <mask>, OH and raised in Hockessin, DE who currently resides in Brooklyn, NY ."
germany,Gökhan Bozkaya (born 12 May 1981 in [MASK]) is a German footballer .,Gökhan Bozkaya (born 12 May 1981 in <mask>) is a German footballer .
prague,"Martin Kratochvíl (born May 22, 1946, [MASK]) is a jazz and jazz rock musician and a businessman from former Czechoslovakia, now Czech Republic .","Martin Kratochvíl (born May 22, 1946, <mask>) is a jazz and jazz rock musician and a businessman from former Czechoslovakia, now Czech Republic ."
lyon,Terrasson was born at [MASK] .,Terrasson was born at <mask> .
edinburgh,"Born in [MASK], Scotland in 1788, Mudie became a supporter of Robert Owen's cooperative principles .","Born in <mask>, Scotland in 1788, Mudie became a supporter of Robert Owen's cooperative principles ."
prague,"Born in [MASK], Swoboda studied philosophy in his native city and spent his early career there as a stage actor during the 1820s and 1830s .","Born in <mask>, Swoboda studied philosophy in his native city and spent his early career there as a stage actor during the 1820s and 1830s ."
wellington,"John Metcalfe (born 6 August 1964, [MASK], New Zealand) is a British-based composer and violist, and a former member of the band the Durutti Column .","John Metcalfe (born 6 August 1964, <mask>, New Zealand) is a British-based composer and violist, and a former member of the band the Durutti Column ."
brandon,"Tim Long (born June 14, 1969) is a comedy writer born in [MASK], Manitoba, Canada .","Tim Long (born June 14, 1969) is a comedy writer born in <mask>, Manitoba, Canada ."
argentina,Gonzalo was born and grew up in [MASK] .,Gonzalo was born and grew up in <mask> .
chicago,"Born in [MASK], Illinois, Kalish earned his bachelor's and master's degrees in psychology and his doctorate in philosophy at the University of California, Berkeley .","Born in <mask>, Illinois, Kalish earned his bachelor's and master's degrees in psychology and his doctorate in philosophy at the University of California, Berkeley ."
sofia,"Vladimir Georgiev (; born 27 August 1975 in [MASK], Bulgaria) is a Bulgarian chess Grandmaster .","Vladimir Georgiev (; born 27 August 1975 in <mask>, Bulgaria) is a Bulgarian chess Grandmaster ."
sichuan,"Yu Huili (born October 5, 1982 in [MASK]) is a female Chinese softball player .","Yu Huili (born October 5, 1982 in <mask>) is a female Chinese softball player ."
moscow,"Alexandra Mazur (born in 1986 in [MASK]) was elected The Beauty of Russia in July 2006, while competing with 44 other contestants from various regions of Russia .","Alexandra Mazur (born in 1986 in <mask>) was elected The Beauty of Russia in July 2006, while competing with 44 other contestants from various regions of Russia ."
sydney,"Nicole Hackett (born 10 December 1978 in [MASK]) is an athlete from Australia, who competes in triathlon .","Nicole Hackett (born 10 December 1978 in <mask>) is an athlete from Australia, who competes in triathlon ."
holstein,"Carl Ludwig Brandt (22 September 1831 [MASK], Germany - 1905) was a German-born artist who worked mostly in the United States .","Carl Ludwig Brandt (22 September 1831 <mask>, Germany - 1905) was a German-born artist who worked mostly in the United States ."
baghdad,Aida Schlaepfer (Born in [MASK]) is a Swiss film director and writer .,Aida Schlaepfer (Born in <mask>) is a Swiss film director and writer .
derby,"Bourn was born at [MASK], where his father and grandfather (who were clothiers) had provided the town with a water supply .","Bourn was born at <mask>, where his father and grandfather (who were clothiers) had provided the town with a water supply ."
budapest,Berthold Weisz a Hungarian deputy; born at [MASK] in 1845 .,Berthold Weisz a Hungarian deputy; born at <mask> in 1845 .
cleveland,"Marcia Gygli King (June 4, 1931 [MASK], Ohio - January 18, 2011) was an American artist .","Marcia Gygli King (June 4, 1931 <mask>, Ohio - January 18, 2011) was an American artist ."
london,"Edmund Hobhouse, born in [MASK] on 17 April 1817, was elder brother of Arthur Hobhouse, 1st Baron Hobhouse, and was second son of Henry Hobhouse, under-secretary of state for the home department (Home Office) .","Edmund Hobhouse, born in <mask> on 17 April 1817, was elder brother of Arthur Hobhouse, 1st Baron Hobhouse, and was second son of Henry Hobhouse, under-secretary of state for the home department (Home Office) ."
boston,"Frederick Lewis Allen (July 5, 1890 [MASK], Massachusetts - February 13, 1954 New York City) was the editor of Harper's Magazine and also notable as an American historian of the first half of the twentieth century .","Frederick Lewis Allen (July 5, 1890 <mask>, Massachusetts - February 13, 1954 New York City) was the editor of Harper's Magazine and also notable as an American historian of the first half of the twentieth century ."
erie,"Alice Robie Resnick (Born 1939 in [MASK], Pennsylvania) is a former Justice of the Supreme Court of Ohio .","Alice Robie Resnick (Born 1939 in <mask>, Pennsylvania) is a former Justice of the Supreme Court of Ohio ."
cambridge,"He was born in 1962 in [MASK], UK .","He was born in 1962 in <mask>, UK ."
norwich,"Nick Conrad (born 29 November 1984 in [MASK], UK) is a British radio and television presenter .","Nick Conrad (born 29 November 1984 in <mask>, UK) is a British radio and television presenter ."
rome,"Pope Saint Anastasius I, born in [MASK] the son of Maximus, was pope from November 27, 399 to 401 .","Pope Saint Anastasius I, born in <mask> the son of Maximus, was pope from November 27, 399 to 401 ."
paris,Ernst Friedrich (23 October 1886 [MASK] -- 22 January 1954 Nice) was a French racecar driver .,Ernst Friedrich (23 October 1886 <mask> -- 22 January 1954 Nice) was a French racecar driver .
miami,He was born and raised in [MASK] .,He was born and raised in <mask> .
newark,"David Schnitter (b. March 19, 1948, [MASK], New Jersey) is an American hard bop jazz tenor saxophonist .","David Schnitter (b. March 19, 1948, <mask>, New Jersey) is an American hard bop jazz tenor saxophonist ."
ipswich,"The son of an American father (a member of US Air Force) and an English mother, Jamie Moses was born in the Suffolk county town of [MASK], but grew up in various parts of the United States, according to the change of location in his father's postings, as well as in Japan .","The son of an American father (a member of US Air Force) and an English mother, Jamie Moses was born in the Suffolk county town of <mask>, but grew up in various parts of the United States, according to the change of location in his father's postings, as well as in Japan ."
tokyo,"Takeshi Maeda (前田 剛 Maeda Takeshi) is a Japanese actor and seiyū born on January 10, 1975 in [MASK] .","Takeshi Maeda (前田 剛 Maeda Takeshi) is a Japanese actor and seiyū born on January 10, 1975 in <mask> ."
saskatchewan,"Brian Plummer, was a Canadian rock musician born in [MASK] .","Brian Plummer, was a Canadian rock musician born in <mask> ."
rochester,"Chenelly, who was born in 1976 in [MASK], NY, joined the United States Marine Corps at the age of 21 .","Chenelly, who was born in 1976 in <mask>, NY, joined the United States Marine Corps at the age of 21 ."
belfast,"Brian Faloon is a musician born in [MASK], Northern Ireland .","Brian Faloon is a musician born in <mask>, Northern Ireland ."
istanbul,"Mehmet Ali İrtemçelik (b. March 17, 1950, [MASK]) is the previous ambassador of the Republic of Turkey to Germany .","Mehmet Ali İrtemçelik (b. March 17, 1950, <mask>) is the previous ambassador of the Republic of Turkey to Germany ."
london,Dmitry Grigorieff was born in [MASK] in 1919 .,Dmitry Grigorieff was born in <mask> in 1919 .
paris,"Adolphe Cohn (1851 -- 1930) was an American educator, born in [MASK] .","Adolphe Cohn (1851 -- 1930) was an American educator, born in <mask> ."
istanbul,"Born in [MASK], Hangerli received a thorough education, was trained to speak several European languages, as well as Ottoman Turkish and Arabic, and prepared for a high-ranking position in the Danubian Principalities .","Born in <mask>, Hangerli received a thorough education, was trained to speak several European languages, as well as Ottoman Turkish and Arabic, and prepared for a high-ranking position in the Danubian Principalities ."
toronto,"Lorne Rubenstein (born 25 June 1948 in [MASK], Canada) is a Canadian golf journalist and author .","Lorne Rubenstein (born 25 June 1948 in <mask>, Canada) is a Canadian golf journalist and author ."
copenhagen,Flemming Lassen was born on 23 February 1901 in [MASK] into an artistic family .,Flemming Lassen was born on 23 February 1901 in <mask> into an artistic family .
orlando,"Davis Gaines (b. January 21, 1959, [MASK], Florida) is a stage actor .","Davis Gaines (b. January 21, 1959, <mask>, Florida) is a stage actor ."
milwaukee,"Born in [MASK], Wisconsin, Steinmetz graduated from the University of Wisconsin-- Madison and received his law degree there .","Born in <mask>, Wisconsin, Steinmetz graduated from the University of Wisconsin-- Madison and received his law degree there ."
lima,Aguilar was a criollo born in [MASK] .,Aguilar was a criollo born in <mask> .
leipzig,"Rüdiger Frank (born in 1969 in [MASK], GDR) is a German economist and expert on North Korea and East Asia .","Rüdiger Frank (born in 1969 in <mask>, GDR) is a German economist and expert on North Korea and East Asia ."
london,"Edward Romilly (born 19 April 1804 at [MASK]; died 12 October 1870 at Porthkerry, Glamorgan) was an English amateur cricketer who played first-class cricket from 1825 to 1831, and a Member of Parliament from 1832 to 1835 .","Edward Romilly (born 19 April 1804 at <mask>; died 12 October 1870 at Porthkerry, Glamorgan) was an English amateur cricketer who played first-class cricket from 1825 to 1831, and a Member of Parliament from 1832 to 1835 ."
iran,"Essie Sakhai, born in [MASK] and educated in Great Britain, is an expert on Persian carpets and oriental rugs .","Essie Sakhai, born in <mask> and educated in Great Britain, is an expert on Persian carpets and oriental rugs ."
london,"Dr Ursula Hoff was born on 26 December 1909 in [MASK] to Hans Leopold Hoff, Hamburg-based German Jewish merchant, and his wife, née Thusnelde Margarethe (Tussi) Bulcke, of a German Lutheran upper middle-class family .","Dr Ursula Hoff was born on 26 December 1909 in <mask> to Hans Leopold Hoff, Hamburg-based German Jewish merchant, and his wife, née Thusnelde Margarethe (Tussi) Bulcke, of a German Lutheran upper middle-class family ."
ontario,"Carol Klimpel (born March 30, 1963 in Toronto, [MASK]) is a former international freestyle swimmer from Canada, who was supposed to represent her native country at the boycotted 1980 Summer Olympics .","Carol Klimpel (born March 30, 1963 in Toronto, <mask>) is a former international freestyle swimmer from Canada, who was supposed to represent her native country at the boycotted 1980 Summer Olympics ."
coventry,"Alec Statham (born 1912 [MASK], England) was a Speedway rider who won the London Riders' Championship in 1949 whilst with the Wimbledon Dons .","Alec Statham (born 1912 <mask>, England) was a Speedway rider who won the London Riders' Championship in 1949 whilst with the Wimbledon Dons ."
paris,Marianne Peretti (born in 1927 in [MASK]) is a Franco-Brazilian artist .,Marianne Peretti (born in 1927 in <mask>) is a Franco-Brazilian artist .
rome,Matteo Barzini is an Italian filmmaker and producer born in [MASK] in 1981 and raised in Los Angeles .,Matteo Barzini is an Italian filmmaker and producer born in <mask> in 1981 and raised in Los Angeles .
ottawa,"Alejandro Abellan (born May 13, 1965, [MASK]) is a Canadian film and television actor .","Alejandro Abellan (born May 13, 1965, <mask>) is a Canadian film and television actor ."
glasgow,Douglas Simpson (born 15 May 1982 in [MASK]) is a field hockey player from Scotland .,Douglas Simpson (born 15 May 1982 in <mask>) is a field hockey player from Scotland .
belgrade,Andrea Lekić (born 6 September 1987 in [MASK]) is a Serbian handballer who plays for Győri Audi ETO KC and also member of the Serbian national team .,Andrea Lekić (born 6 September 1987 in <mask>) is a Serbian handballer who plays for Győri Audi ETO KC and also member of the Serbian national team .
portugal,"Born in [MASK], he moved to Mozambique in 1951, then a Portuguese colony .","Born in <mask>, he moved to Mozambique in 1951, then a Portuguese colony ."
stockholm,Tommy Waidelich (born 13 September 1963 in [MASK]) is a Swedish social democratic politician .,Tommy Waidelich (born 13 September 1963 in <mask>) is a Swedish social democratic politician .
baltimore,"Born in [MASK], Maryland, Reeves graduated from Georgia School of Technology in 1928 with a degree in engineering .","Born in <mask>, Maryland, Reeves graduated from Georgia School of Technology in 1928 with a degree in engineering ."
durham,"Mangum was born and grew up in [MASK], to a father who drove trucks .","Mangum was born and grew up in <mask>, to a father who drove trucks ."
naples,"Andrea Giani (born April 22, 1970 in [MASK]) is an Italian coach and retired volleyball player who scored notable successes in the 1990s, winning three World Championships with his national team .","Andrea Giani (born April 22, 1970 in <mask>) is an Italian coach and retired volleyball player who scored notable successes in the 1990s, winning three World Championships with his national team ."
ireland,Clive Gee born in [MASK] is rugby league player for the Portlaoise Panthers in Irish Elite League .,Clive Gee born in <mask> is rugby league player for the Portlaoise Panthers in Irish Elite League .
sydney,"Born in [MASK] to James Hawthorne and Jane Elkins, he attended Cleveland Street Public School before working with a softgoods firm, establishing his own business in 1875 .","Born in <mask> to James Hawthorne and Jane Elkins, he attended Cleveland Street Public School before working with a softgoods firm, establishing his own business in 1875 ."
sofia,Miryana Ivanova Basheva (born 1947 [MASK]) is a Bulgarian poet .,Miryana Ivanova Basheva (born 1947 <mask>) is a Bulgarian poet .
riga,"Mordehai Dubin (;January 1 1889, [MASK], Governorate of Livonia, Russian Empire -- 1956, Tula, USSR) was a major Jewish spiritual and political leader in Latvia .","Mordehai Dubin (;January 1 1889, <mask>, Governorate of Livonia, Russian Empire -- 1956, Tula, USSR) was a major Jewish spiritual and political leader in Latvia ."
savannah,"Born in [MASK], Georgia, McAllister attended Princeton University, and then read law in 1820 to enter the State Bar of Georgia .","Born in <mask>, Georgia, McAllister attended Princeton University, and then read law in 1820 to enter the State Bar of Georgia ."
montreal,"Born in [MASK], Canada East, Morland was the son of Thomas Morland and Helen Servante .","Born in <mask>, Canada East, Morland was the son of Thomas Morland and Helen Servante ."
brisbane,Leigh Diffey (born on 3 March 1971 in [MASK]) is an Australian auto racing commentator with the Speed Channel in the United States .,Leigh Diffey (born on 3 March 1971 in <mask>) is an Australian auto racing commentator with the Speed Channel in the United States .
beijing,"Yuan Yufang (born 1 February 1976 in [MASK], PR China) is a Malaysian race walker .","Yuan Yufang (born 1 February 1976 in <mask>, PR China) is a Malaysian race walker ."
tehran,"Shahin Afrassiabi, born 1963 in [MASK], is an artist .","Shahin Afrassiabi, born 1963 in <mask>, is an artist ."
stuttgart,"Klaus Röder (often spelled Roeder) is a German musician and music teacher, born 7 April 1948 in [MASK], Germany .","Klaus Röder (often spelled Roeder) is a German musician and music teacher, born 7 April 1948 in <mask>, Germany ."
best,"Eric Swinkels (born March 30, 1949, [MASK], Netherlands) is a Dutch sports shooter and Olympic medalist .","Eric Swinkels (born March 30, 1949, <mask>, Netherlands) is a Dutch sports shooter and Olympic medalist ."
shrewsbury,"Born in [MASK], Hiles was the youngest of six sons .","Born in <mask>, Hiles was the youngest of six sons ."
leipzig,"Born in [MASK], Gottfried Heinrich became ``feeble-minded'' (mildly mentally handicapped in some way) at an early age, but he played the keyboard well and C P E Bach is quoted as saying that he showed ``a great genius, which however failed to develop'' .","Born in <mask>, Gottfried Heinrich became ``feeble-minded'' (mildly mentally handicapped in some way) at an early age, but he played the keyboard well and C P E Bach is quoted as saying that he showed ``a great genius, which however failed to develop'' ."
bonn,Silke Bodenbender (born 31 January 1974 in [MASK]) is a German actress .,Silke Bodenbender (born 31 January 1974 in <mask>) is a German actress .
chicago,"Born in [MASK], he studied with Edward Masacek and Adolph Herseth and moved to New York to study with Harry Glantz and Nathan Prager .","Born in <mask>, he studied with Edward Masacek and Adolph Herseth and moved to New York to study with Harry Glantz and Nathan Prager ."
copenhagen,"Born in [MASK], he was the son of composer Asger Hamerik .","Born in <mask>, he was the son of composer Asger Hamerik ."
paris,Robert Lecou (born 25 July 1950 in [MASK]) is a French politician .,Robert Lecou (born 25 July 1950 in <mask>) is a French politician .
bristol,"Born in [MASK], William Child was a chorister in the cathedral under the direction of Elway Bevin .","Born in <mask>, William Child was a chorister in the cathedral under the direction of Elway Bevin ."
illinois,"Edwin Edgar Voigt (born February 13, 1892, [MASK]; died August 1977) was an American Bishop of German descent in The Methodist Church, elected in 1952 .","Edwin Edgar Voigt (born February 13, 1892, <mask>; died August 1977) was an American Bishop of German descent in The Methodist Church, elected in 1952 ."
naples,Silvana Cruciata (born 15 February 1953 in [MASK]) is a former Italian middle- and long-distance runner .,Silvana Cruciata (born 15 February 1953 in <mask>) is a former Italian middle- and long-distance runner .
massachusetts,"Ernest Luxembourg Wright by the title E L Wright (September 26, 1892 -- February 18, 1939), was a poet and writer born in southern [MASK] as the son of Bartholomew and Yura Wright .","Ernest Luxembourg Wright by the title E L Wright (September 26, 1892 -- February 18, 1939), was a poet and writer born in southern <mask> as the son of Bartholomew and Yura Wright ."
london,"Frank Holl (4 July 1845 -- 31 July 1888), English painter, was born in [MASK], and was educated chiefly at University College School .","Frank Holl (4 July 1845 -- 31 July 1888), English painter, was born in <mask>, and was educated chiefly at University College School ."
barcelona,"Born in [MASK], García worked first as a newspaper seller, then a printer .","Born in <mask>, García worked first as a newspaper seller, then a printer ."
wolverhampton,"Born in [MASK], Charles was the son of John Marston the founder of Sunbeam .","Born in <mask>, Charles was the son of John Marston the founder of Sunbeam ."
hastings,"Barry Upton (born 25 February 1954, [MASK], Sussex) is an English songwriter, arranger, musician and producer of various forms of pop music .","Barry Upton (born 25 February 1954, <mask>, Sussex) is an English songwriter, arranger, musician and producer of various forms of pop music ."
england,"Dave Hilton born 3 April 1970 in Bristol, [MASK] is a former rugby union player for Bath Rugby, Glasgow Warriors and Bristol Rugby whose position of choice is as a prop .","Dave Hilton born 3 April 1970 in Bristol, <mask> is a former rugby union player for Bath Rugby, Glasgow Warriors and Bristol Rugby whose position of choice is as a prop ."
bethlehem,"Caleb Howard Baumes (March 31, 1863 [MASK], Albany County, New York - September 25, 1937 near Hudson, New York) was an American lawyer and politician from New York .","Caleb Howard Baumes (March 31, 1863 <mask>, Albany County, New York - September 25, 1937 near Hudson, New York) was an American lawyer and politician from New York ."
westminster,"William Gifford Palgrave (1826--1888) was an Arabic scholar, born at [MASK], England .","William Gifford Palgrave (1826--1888) was an Arabic scholar, born at <mask>, England ."
miami,"Matthew Taylor (born 1968, [MASK], Florida) is a musician and artist .","Matthew Taylor (born 1968, <mask>, Florida) is a musician and artist ."
chicago,"Ed Rossbach was an American fiber artist who was born in [MASK], Illinois in 1914 .","Ed Rossbach was an American fiber artist who was born in <mask>, Illinois in 1914 ."
rome,De Marsanich was born at [MASK] .,De Marsanich was born at <mask> .
preston,Sir John Linton Myres (3 July 1869 in [MASK] -- 6 March 1954 in Oxford) was a British archaeologist .,Sir John Linton Myres (3 July 1869 in <mask> -- 6 March 1954 in Oxford) was a British archaeologist .
virginia,"Born in [MASK], Evans studied Russian history at Yale University, earning an undergraduate degree .","Born in <mask>, Evans studied Russian history at Yale University, earning an undergraduate degree ."
cyprus,Chad Hartigan was born on the island of [MASK] in August 1982 .,Chad Hartigan was born on the island of <mask> in August 1982 .
westminster,"Henry Bentley (born 19 February 1782 at [MASK]; died 18 September 1857 at Hereford) was an English first-class cricketer who played for MCC, Middlesex and Hampshire in 68 matches from 1798 to 1822 .","Henry Bentley (born 19 February 1782 at <mask>; died 18 September 1857 at Hereford) was an English first-class cricketer who played for MCC, Middlesex and Hampshire in 68 matches from 1798 to 1822 ."
trinidad,"Manuel Suárez Ávila (b. February 12, 1968, [MASK]) is a Bolivian politician .","Manuel Suárez Ávila (b. February 12, 1968, <mask>) is a Bolivian politician ."
riga,"Juris Sokolovskis (, transcribed: Yuriy Nikolayevich Sokolovskiy) born on June 13, 1976, in [MASK] -- Latvian lawyer and politician, member of 7th, 8th and 9th Saeima, co-chairman of ForHRUL between 2007 and 2011 .","Juris Sokolovskis (, transcribed: Yuriy Nikolayevich Sokolovskiy) born on June 13, 1976, in <mask> -- Latvian lawyer and politician, member of 7th, 8th and 9th Saeima, co-chairman of ForHRUL between 2007 and 2011 ."
oslo,Tommy Rustad (born 3 September 1968 in [MASK]) is a Norwegian auto racing driver .,Tommy Rustad (born 3 September 1968 in <mask>) is a Norwegian auto racing driver .
chicago,"Rick Holbrook (born May 28, 1948, [MASK], Illinois, died December 23, 2007) was an Olympic weightlifter for the United States .","Rick Holbrook (born May 28, 1948, <mask>, Illinois, died December 23, 2007) was an Olympic weightlifter for the United States ."
norwich,"Born in [MASK], Codman was a pupil of John Christmas Beckwith and William Crotch .","Born in <mask>, Codman was a pupil of John Christmas Beckwith and William Crotch ."
india,John Arneil was born 1862 in [MASK] and died 11 August 1938 in Auckland .,John Arneil was born 1862 in <mask> and died 11 August 1938 in Auckland .
split,Tomislav Smoljanović (born 15 July 1977 in [MASK]) is a retired Croatian rower who won a bronze medal in the eights competition at the 2000 Summer Olympics in Sydney .,Tomislav Smoljanović (born 15 July 1977 in <mask>) is a retired Croatian rower who won a bronze medal in the eights competition at the 2000 Summer Olympics in Sydney .
charlotte,"Claire Ritter (b. May 31, 1952, [MASK], North Carolina) .","Claire Ritter (b. May 31, 1952, <mask>, North Carolina) ."
chicago,"Dino, born in [MASK] and raised in New Orleans & Eufaula, Alabama is known as ``The Lethal Warrior'', a former amateur boxing phenom from the early 90's, having an outstanding record of 60 plus official wins and 13 losses .","Dino, born in <mask> and raised in New Orleans & Eufaula, Alabama is known as ``The Lethal Warrior'', a former amateur boxing phenom from the early 90's, having an outstanding record of 60 plus official wins and 13 losses ."
scotland,"Eric Robson, born in [MASK], is a television broadcaster, author and documentary film maker who has lived for most of his life in Cumbria, where he has a sheep farm .","Eric Robson, born in <mask>, is a television broadcaster, author and documentary film maker who has lived for most of his life in Cumbria, where he has a sheep farm ."
vermont,"Born in [MASK], Davenport began his formal career as assistant professor at the University of Chicago in 1902 .","Born in <mask>, Davenport began his formal career as assistant professor at the University of Chicago in 1902 ."
manchester,"Dave Wood is an Australian calligrapher born in [MASK], England .","Dave Wood is an Australian calligrapher born in <mask>, England ."
detroit,"Rob Shelby was born on July 5, 1978, in a suburb of [MASK], Michigan, to Bob and Diana Shelby .","Rob Shelby was born on July 5, 1978, in a suburb of <mask>, Michigan, to Bob and Diana Shelby ."
edinburgh,"Born in [MASK], Scotland, Peden began his career as a bass player and as a member of The Chimes .","Born in <mask>, Scotland, Peden began his career as a bass player and as a member of The Chimes ."
madrid,"Alonso del Arco, born at [MASK] in 1635, was a disciple of Antonio de Pereda .","Alonso del Arco, born at <mask> in 1635, was a disciple of Antonio de Pereda ."
istanbul,Ömer Kaner (born 21 May 1951 in [MASK]) is a Turkish football coach and former player .,Ömer Kaner (born 21 May 1951 in <mask>) is a Turkish football coach and former player .
sarajevo,"Sejo Sexon (born June 7, 1961 in [MASK]) is the stage name of Davor Sučić, Bosnian Croat rock and roll musician, composer, actor and television director .","Sejo Sexon (born June 7, 1961 in <mask>) is the stage name of Davor Sučić, Bosnian Croat rock and roll musician, composer, actor and television director ."
stockholm,"Pa Neumüller (born 22 January 1963 in [MASK], Sweden) .","Pa Neumüller (born 22 January 1963 in <mask>, Sweden) ."
newark,"Jeremiah Halsey Pierson (September 13, 1766 [MASK], New Jersey - December 12, 1855 Ramapo, Rockland County, New York) was an American politician from New York .","Jeremiah Halsey Pierson (September 13, 1766 <mask>, New Jersey - December 12, 1855 Ramapo, Rockland County, New York) was an American politician from New York ."
edinburgh,"Sir Walter Elliot (1803--1887), Born in [MASK], studied at the East India College in Haileybury and joined the Indian Civil Service at Madras in 1821 and worked on till 1860 .","Sir Walter Elliot (1803--1887), Born in <mask>, studied at the East India College in Haileybury and joined the Indian Civil Service at Madras in 1821 and worked on till 1860 ."
london,"Brent Rickles (born September 10, 1973 in [MASK], England) is an American guitarist and indie rock musician .","Brent Rickles (born September 10, 1973 in <mask>, England) is an American guitarist and indie rock musician ."
turin,"Born in [MASK] in 1850, Scalchi studied voice with Augusta Boccabadati .","Born in <mask> in 1850, Scalchi studied voice with Augusta Boccabadati ."
dresden,Petra Krug (born 9 November 1963 in [MASK]) is a retired East German hurdler .,Petra Krug (born 9 November 1963 in <mask>) is a retired East German hurdler .
